time,num_points,sect_id,mean_factor,factor_1,factor_2,channel,skygroup,module,output,quarter,season,nn_sect_id,nn_ntt,nn_transit_time,nn_q1,nn_q2,nn_period,nn_t0,nn_rp,nn_b,nn_e,nn_pomega,nn_channel,nn_skygroup,nn_module,nn_output,nn_quarter,nn_season,kicid
1518.051593,9.0,72.0,1.9019341691999496,1.0471296752097359,2.756738663190164,36.0,36.0,11.0,4.0,16.0,2.0,25.0,200.0,521.1403268598515,,,,,,,,,80.0,36.0,23.0,4.0,5.0,3.0,9911874.0
743.373533,19.0,35.0,1.0350852982344665,1.0054835409924034,1.064687055476529,36.0,36.0,11.0,4.0,8.0,2.0,73.0,1377.0,1365.3356179963155,0.18227631917067436,0.18952725008477966,1471.2225204518982,0.14791621263059132,0.06540968695242946,0.3858075262548496,0.0,0.0,52.0,36.0,15.0,4.0,14.0,0.0,9969599.0
1426.450174,1.0,86.0,1.0720444873060977,1.0726847344785353,1.07140424013366,26.0,18.0,9.0,2.0,15.0,1.0,37.0,176.0,672.8594135364765,,,,,,,,,26.0,18.0,9.0,2.0,7.0,1.0,10597848.0
834.017598,14.0,52.0,1.5472602481247832,1.7500745982352195,1.3444458980143466,63.0,39.0,18.0,3.0,9.0,3.0,50.0,248.0,821.7161898973718,,,,,,,,,63.0,39.0,18.0,3.0,9.0,3.0,9898686.0
1210.465688,10.0,63.0,1.1337289516933144,1.1863805841577328,1.0810773192288958,80.0,36.0,23.0,4.0,13.0,3.0,65.0,119.0,1239.2985926649126,0.245445580855847,0.9032129084418428,4842.583741977996,0.02010980238270929,0.05061728048684423,0.16549315795355374,0.0,0.0,80.0,36.0,23.0,4.0,13.0,3.0,9909487.0
792.80192,67.0,41.0,1.4155505121261838,1.4767734208468883,1.3543276034054794,36.0,36.0,11.0,4.0,8.0,2.0,55.0,134.0,983.8608806944977,0.21247628173805175,0.6365360226696997,4289.0884334688735,-0.026572629340894785,0.05477932258796794,0.36116498314334816,0.0,0.0,52.0,36.0,15.0,4.0,10.0,0.0,9909487.0
788.7969059999999,25.0,41.0,1.155701998052445,1.2877883420347849,1.023615654070105,36.0,36.0,11.0,4.0,8.0,2.0,46.0,304.0,870.697061711624,,,,,,,,,80.0,36.0,23.0,4.0,9.0,3.0,9909487.0
796.88868,75.0,41.0,1.4369406036520465,1.4903472105054287,1.383533996798664,36.0,36.0,11.0,4.0,8.0,2.0,25.0,315.0,490.50917176629446,0.20862432901164016,0.15272876606148025,3685.547737779569,0.046114652348432435,0.05051782653271508,0.2746131788816321,0.0,0.0,80.0,36.0,23.0,4.0,5.0,3.0,9909487.0
1201.1480880000001,32.0,76.0,1.6550729943185742,2.093292212798766,1.2168537758383822,62.0,38.0,18.0,2.0,13.0,3.0,89.0,1181.0,1397.6194750681461,,,,,,,,,22.0,38.0,8.0,2.0,15.0,1.0,9770983.0
1515.763163,1.0,9.0,1.4347377572690905,1.8587329840306852,1.0107425305074949,35.0,35.0,11.0,3.0,16.0,2.0,13.0,188.0,1567.583279635437,,,,,,,,,79.0,35.0,23.0,3.0,17.0,3.0,10682979.0
1555.5885039999998,1.0,12.0,1.3037397127629575,1.6017240003827167,1.0057554251431986,35.0,35.0,11.0,3.0,16.0,2.0,3.0,108.0,1348.0284069149784,,,,,,,,,51.0,35.0,15.0,3.0,14.0,0.0,10682979.0
742.699298,2.0,42.0,1.2053647437937935,1.329963278803822,1.0807662087837653,36.0,36.0,11.0,4.0,8.0,2.0,75.0,184.0,1249.6179022025901,,,,,,,,,80.0,36.0,23.0,4.0,13.0,3.0,10296029.0
1520.9329480000001,29.0,96.0,1.3889524648326392,1.7258482930372518,1.0520566366280264,21.0,21.0,8.0,1.0,16.0,2.0,67.0,176.0,1076.1560223320266,,,,,,,,,45.0,21.0,14.0,1.0,11.0,1.0,9764947.0
530.989872,21.0,26.0,2.070328773371348,3.0650669709002547,1.0755905758424398,63.0,39.0,18.0,3.0,5.0,3.0,27.0,134.0,552.9565887582139,,,,,,,,,47.0,39.0,14.0,3.0,6.0,0.0,10213566.0
797.828847,8.0,43.0,2.071237846782422,3.0565104012327384,1.0859652923321057,39.0,39.0,12.0,3.0,8.0,2.0,10.0,232.0,276.5099579640155,,,,,,,,,23.0,39.0,8.0,3.0,3.0,1.0,10213566.0
602.876473,2.0,37.0,1.247949064026515,1.219465920409809,1.276432207643221,52.0,36.0,15.0,4.0,6.0,0.0,51.0,293.0,897.9361298760267,,,,,,,,,80.0,36.0,23.0,4.0,9.0,3.0,9790265.0
1409.531385,1.0,101.0,1.0908334941294164,1.0754317166200835,1.1062352716387491,65.0,25.0,19.0,1.0,15.0,1.0,79.0,529.0,1151.6980212569251,,,,,,,,,25.0,25.0,9.0,1.0,12.0,2.0,9758565.0
526.678416,1.0,26.0,1.6103773163026742,1.000429262614137,2.2203253699912118,40.0,24.0,12.0,4.0,5.0,3.0,86.0,905.0,1392.8788625327436,,,,,,,,,48.0,24.0,14.0,4.0,15.0,1.0,10267766.0
1541.550506,17.0,86.0,1.0733940554226444,1.1221498676975623,1.0246382431477263,34.0,34.0,11.0,2.0,16.0,2.0,18.0,113.0,407.5265343041465,0.3575497752891398,0.5307406084211193,3153.1620315670616,-0.03209652357108489,0.055117678544309566,0.9105920141132318,0.0,0.0,34.0,34.0,11.0,2.0,4.0,2.0,10675989.0
841.313234,21.0,37.0,1.5299049521081396,2.049675140437617,1.0101347637786622,34.0,6.0,11.0,2.0,9.0,3.0,26.0,255.0,609.4554535694188,,,,,,,,,78.0,6.0,23.0,2.0,6.0,0.0,10718853.0
1091.521544,13.0,57.0,2.689799234038494,2.804339000034552,2.5752594680424377,72.0,12.0,20.0,4.0,11.0,1.0,0.0,327.0,138.19453599402186,,,,,,,,,16.0,12.0,6.0,4.0,1.0,3.0,10780032.0
448.88473,3.0,23.0,1.2273040732037703,1.0468565615462877,1.4077515848612534,63.0,39.0,18.0,3.0,5.0,3.0,24.0,237.0,459.28574624106835,,,,,,,,,63.0,39.0,18.0,3.0,5.0,3.0,9838078.0
1053.699952,6.0,73.0,1.2514987329498672,1.2788717402873873,1.224125725612347,70.0,10.0,20.0,2.0,11.0,1.0,16.0,123.0,329.98208853336115,,,,,,,,,70.0,10.0,20.0,2.0,3.0,1.0,9874263.0
373.280037,8.0,19.0,1.7881336196421145,2.007819762284904,1.5684474769993249,10.0,10.0,4.0,2.0,4.0,2.0,0.0,151.0,134.5982461441381,,,,,,,,,14.0,10.0,6.0,2.0,1.0,3.0,9874263.0
1501.521002,1.0,25.0,1.147012899565322,1.0202453308304706,1.2737804683001728,36.0,36.0,11.0,4.0,16.0,2.0,15.0,106.0,800.1784740074437,,,,,,,,,36.0,36.0,11.0,4.0,8.0,2.0,9853302.0
508.63528899999994,1.0,30.0,1.0707919236929122,1.0894805761676123,1.0521032712182121,16.0,12.0,6.0,4.0,5.0,3.0,39.0,879.0,625.209215670031,,,,,,,,,76.0,12.0,22.0,4.0,6.0,0.0,10712030.0
1134.8400900000001,1.0,68.0,1.133910765928252,1.112421668707155,1.1553998631493492,36.0,36.0,11.0,4.0,12.0,2.0,63.0,136.0,972.8675984217116,,,,,,,,,52.0,36.0,15.0,4.0,10.0,0.0,10557423.0
1150.2468800000001,134.0,68.0,1.7660763365981895,1.7681180440318909,1.7640346291644886,36.0,36.0,11.0,4.0,12.0,2.0,22.0,495.0,410.93882605038385,0.17212046083449828,0.4025077480888155,2794.5023247818194,0.05011538738693039,0.05079260796177877,0.19215246659993432,0.0,0.0,36.0,36.0,11.0,4.0,4.0,2.0,10557423.0
1350.786995,14.0,85.0,1.4587126527408985,1.6625600948720465,1.2548652106097504,52.0,36.0,15.0,4.0,14.0,0.0,2.0,108.0,155.33814725530831,,,,,,,,,80.0,36.0,23.0,4.0,1.0,3.0,10557423.0
145.489139,2.0,0.0,3.3403225294820613,1.036144205899332,5.644500853064791,58.0,18.0,17.0,2.0,1.0,3.0,82.0,552.0,1384.7671367754886,,,,,,,,,26.0,18.0,9.0,2.0,15.0,1.0,10600618.0
