##
## Kepler Eclipsing Binary Catalog
## Revision Date (Y/M/D): March 30, 2015, 4:41 p.m.
## Download Date (Y/M/D): 
##
## Query String: 
##
#KIC,period,bjd0,morph,T2/T1,rho1+rho2,q,e_sin_omega,e_cos_omega,FF,sin_i,SC,
10007533,0.6480635,54965.039252,0.87,-999,-999,-999,-999,-999,-999,-999,False,
3344427,0.6517851,55000.003110,0.56,-999,-999,-999,-999,-999,-999,-999,False,
8977390,0.6532608,54954.161333,0.86,-999,-999,-999,-999,-999,-999,-999,False,
5820209,0.6560869,54964.830878,0.81,-999,-999,-999,-999,-999,-999,-999,False,
7836330,0.6583898,55147.869732,0.60,-999,-999,-999,-999,-999,-999,-999,False,
7458285,0.6606276,54964.863630,0.71,-999,-999,-999,-999,-999,-999,-999,False,
10226388,0.6606574,54954.116530,0.77,-999,-999,-999,-999,-999,-999,-999,False,
8579812,0.6610619,55000.069192,0.67,-999,-999,-999,-999,-999,-999,-999,False,
2447893,0.6616200,54965.113742,0.58,-999,-999,-999,-999,-999,-999,-999,False,
10275747,0.6617485,54954.274697,0.62,-999,-999,-999,-999,-999,-999,-999,False,
7835348,0.6640618,54965.175933,0.95,-999,-999,-999,-999,-999,-999,-999,False,
6302051,0.6658734,54953.670887,0.75,-999,-999,-999,-999,-999,-999,-999,False,
4936680,0.6662267,54999.866063,0.67,-999,-999,-999,-999,-999,-999,-999,False,
8285349,0.6671103,54953.782775,0.90,-999,-999,-999,-999,-999,-999,-999,False,
4954113,0.6680270,55001.996752,0.90,-999,-999,-999,-999,-999,-999,-999,False,
3127873,0.6715256,54964.982325,0.91,-999,-999,-999,-999,-999,-999,-999,False,
5615815,0.6742496,55000.136093,0.80,-999,-999,-999,-999,-999,-999,-999,False,
6692340,0.6748494,54954.130054,0.95,-999,-999,-999,-999,-999,-999,-999,False,
6531485,0.6769904,54964.798481,0.53,-999,-999,-999,-999,-999,-999,-999,False,
10095469,0.6777628,54999.865835,0.60,-999,-999,-999,-999,-999,-999,-999,False,
10972830,0.6784503,54999.995123,0.96,-999,-999,-999,-999,-999,-999,-999,False,
7620664,0.6837179,54965.298315,0.91,-999,-999,-999,-999,-999,-999,-999,False,
8183540,0.6842080,55000.678631,0.86,-999,-999,-999,-999,-999,-999,-999,False,
12554536,0.6844956,54953.964623,0.63,-999,-999,-999,-999,-999,-999,-999,False,
11618883,0.6848719,55139.445921,0.84,-999,-999,-999,-999,-999,-999,-999,False,
8248812,0.6853660,54964.767313,0.65,-999,-999,-999,-999,-999,-999,-999,False,
9692336,0.6878983,55000.367977,0.63,-999,-999,-999,-999,-999,-999,-999,False,
4077442,0.6928423,54954.135030,0.58,-999,-999,-999,-999,-999,-999,-999,False,
8182360,0.6951460,55000.393803,0.66,-999,-999,-999,-999,-999,-999,-999,False,
8435247,0.6961296,55288.002380,0.55,-999,-999,-999,-999,-999,-999,-999,True,
5077994,0.6962874,54954.086678,0.67,-999,-999,-999,-999,-999,-999,-999,False,
3956881,0.6969455,54964.967605,0.95,-999,-999,-999,-999,-999,-999,-999,False,
11076176,0.6999861,54964.837773,0.58,-999,-999,-999,-999,-999,-999,-999,False,
7433513,0.7011190,54965.266013,0.69,-999,-999,-999,-999,-999,-999,-999,False,
12108333,0.7054482,54954.106577,0.62,-999,-999,-999,-999,-999,-999,-999,False,
8094140,0.7064292,54965.148553,0.49,-999,-999,-999,-999,-999,-999,-999,False,
10259530,0.7072062,54964.593818,0.85,-999,-999,-999,-999,-999,-999,-999,False,
5123176,0.7078436,54953.905094,0.82,-999,-999,-999,-999,-999,-999,-999,True,
9475663,0.7080267,54953.858479,0.80,-999,-999,-999,-999,-999,-999,-999,False,
11017077,0.7085639,54965.107265,0.67,-999,-999,-999,-999,-999,-999,-999,False,
8231231,0.7116099,54954.089687,0.89,-999,-999,-999,-999,-999,-999,-999,False,
9551200,0.7119216,54964.907248,0.55,-999,-999,-999,-999,-999,-999,-999,False,
9767437,0.7127220,54953.750593,0.62,-999,-999,-999,-999,-999,-999,-999,False,
2988984,0.7130196,54999.991556,0.82,-999,-999,-999,-999,-999,-999,-999,False,
6469946,0.7158021,55003.348197,0.51,-999,-999,-999,-999,-999,-999,-999,False,
5357682,0.7177063,55000.238762,0.83,-999,-999,-999,-999,-999,-999,-999,False,
9453192,0.7188371,54964.889020,0.83,-999,-999,-999,-999,-999,-999,-999,False,
11303526,0.7200905,54954.139248,0.86,-999,-999,-999,-999,-999,-999,-999,False,
7839027,0.7206929,54964.829625,0.88,-999,-999,-999,-999,-999,-999,-999,False,
9944201,0.7215230,54964.707778,0.48,-999,-999,-999,-999,-999,-999,-999,False,
12352712,0.7220650,54999.935357,0.90,-999,-999,-999,-999,-999,-999,-999,False,
9350889,0.7259480,54954.241650,0.89,-999,-999,-999,-999,-999,-999,-999,False,
6865626,0.7267678,54964.842153,0.65,-999,-999,-999,-999,-999,-999,-999,False,
3228824,0.7309423,54970.345617,0.64,-999,-999,-999,-999,-999,-999,-999,False,
3228863,0.7309440,54954.262345,0.65,-999,-999,-999,-999,-999,-999,-999,False,
5703230,0.7314739,54954.358193,0.93,-999,-999,-999,-999,-999,-999,-999,False,
6669809,0.7337378,54953.998571,0.64,-999,-999,-999,-999,-999,-999,-999,True,
10383620,0.7345628,54954.131817,0.64,-999,-999,-999,-999,-999,-999,-999,False,
4451148,0.7359815,54954.391733,0.82,-999,-999,-999,-999,-999,-999,-999,True,
4762887,0.7365737,54964.777668,0.95,-999,-999,-999,-999,-999,-999,-999,False,
10119517,0.7374940,54954.000876,0.95,-999,-999,-999,-999,-999,-999,-999,True,
5770860,0.7375618,54965.274566,0.88,-999,-999,-999,-999,-999,-999,-999,False,
10711646,0.7376522,54964.686206,0.51,-999,-999,-999,-999,-999,-999,-999,False,
2449084,0.7397571,55000.324860,0.70,-999,-999,-999,-999,-999,-999,-999,False,
8590527,0.7397704,54953.871070,0.52,-999,-999,-999,-999,-999,-999,-999,True,
3848972,0.7410574,55001.998566,0.44,-999,-999,-999,-999,-999,-999,-999,False,
4554004,0.7425074,55000.152874,0.62,-999,-999,-999,-999,-999,-999,-999,False,
7119757,0.7429222,54965.303131,0.64,-999,-999,-999,-999,-999,-999,-999,False,
2719436,0.7434798,54999.716822,0.67,-999,-999,-999,-999,-999,-999,-999,True,
8539720,0.7444991,54953.984528,0.85,-999,-999,-999,-999,-999,-999,-999,False,
10724533,0.7450918,54954.395189,0.75,-999,-999,-999,-999,-999,-999,-999,False,
11408810,0.7492874,54953.873904,0.80,-999,-999,-999,-999,-999,-999,-999,False,
10905804,0.7510975,54964.888189,0.68,-999,-999,-999,-999,-999,-999,-999,False,
7220320,0.7521576,55000.142187,0.56,-999,-999,-999,-999,-999,-999,-999,False,
7707742,0.7583544,54999.750847,0.60,-999,-999,-999,-999,-999,-999,-999,False,
5529643,0.7597663,54964.790332,0.62,-999,-999,-999,-999,-999,-999,-999,False,
7941635,0.7627242,54965.413382,0.52,-999,-999,-999,-999,-999,-999,-999,False,
6549491,0.7646535,54964.737865,0.79,-999,-999,-999,-999,-999,-999,-999,False,
4455763,0.7662980,55003.000749,0.51,-999,-999,-999,-999,-999,-999,-999,False,
6283224,0.7664732,55003.357462,0.56,-999,-999,-999,-999,-999,-999,-999,False,
8479107,0.7675766,54964.817985,0.52,-999,-999,-999,-999,-999,-999,-999,False,
6432059,0.7697398,54964.754300,0.54,-999,-999,-999,-999,-999,-999,-999,False,
3218683,0.7716695,54965.118326,0.69,-999,-999,-999,-999,-999,-999,-999,False,
7023917,0.7728420,54953.888778,0.71,-999,-999,-999,-999,-999,-999,-999,False,
9637239,0.7730257,54954.070919,0.91,-999,-999,-999,-999,-999,-999,-999,False,
7457163,0.7746042,54954.125929,0.88,-999,-999,-999,-999,-999,-999,-999,False,
10789421,0.7768524,54953.920414,0.85,-999,-999,-999,-999,-999,-999,-999,False,
6443392,0.7769761,54953.619364,0.53,-999,-999,-999,-999,-999,-999,-999,True,
8190491,0.7778768,54965.198125,0.95,-999,-999,-999,-999,-999,-999,-999,False,
8265951,0.7799575,54954.248763,0.81,-999,-999,-999,-999,-999,-999,-999,False,
8620561,0.7820468,55002.205025,0.52,-999,-999,-999,-999,-999,-999,-999,False,
8953296,0.7842945,54965.226457,0.60,-999,-999,-999,-999,-999,-999,-999,False,
9935245,0.7848597,55000.299645,0.63,-999,-999,-999,-999,-999,-999,-999,False,
7690843,0.7862605,54954.158345,0.64,-999,-999,-999,-999,-999,-999,-999,False,
10934755,0.7864843,54964.842450,0.68,-999,-999,-999,-999,-999,-999,-999,False,
8579707,0.7885922,54953.854633,0.95,-999,-999,-999,-999,-999,-999,-999,True,
12785282,0.7887499,54953.956353,0.64,-999,-999,-999,-999,-999,-999,-999,False,
11179657,0.7889122,55001.969148,0.99,-999,-999,-999,-999,-999,-999,-999,True,
6187893,0.7891676,54954.087252,0.59,-999,-999,-999,-999,-999,-999,-999,False,
5439790,0.7960862,54954.502903,0.80,-999,-999,-999,-999,-999,-999,-999,False,
3556229,0.7967201,55000.337668,0.60,-999,-999,-999,-999,-999,-999,-999,False,
9784230,0.7981975,55000.488964,0.55,-999,-999,-999,-999,-999,-999,-999,False,
8166095,0.7991270,55000.090085,0.77,-999,-999,-999,-999,-999,-999,-999,False,
5647008,0.7998622,54965.009201,0.54,-999,-999,-999,-999,-999,-999,-999,False,
6805779,0.8019212,55000.941260,0.94,-999,-999,-999,-999,-999,-999,-999,False,
6279974,0.8052593,54965.096880,0.43,-999,-999,-999,-999,-999,-999,-999,False,
3633901,0.8073863,54999.658124,0.84,-999,-999,-999,-999,-999,-999,-999,False,
7091476,0.8077356,54954.396778,0.95,-999,-999,-999,-999,-999,-999,-999,False,
8685306,0.8080821,54954.105322,0.85,-999,-999,-999,-999,-999,-999,-999,False,
7107567,0.8125981,55000.302817,0.49,-999,-999,-999,-999,-999,-999,-999,False,
10024144,0.8155959,55001.933820,0.75,-999,-999,-999,-999,-999,-999,-999,False,
10743600,0.8170230,55001.787433,0.58,-999,-999,-999,-999,-999,-999,-999,False,
8386048,0.8174223,55000.207690,0.71,-999,-999,-999,-999,-999,-999,-999,False,
11255667,0.8189143,54954.276509,0.88,-999,-999,-999,-999,-999,-999,-999,False,
6029214,0.8190664,54954.336797,0.60,-999,-999,-999,-999,-999,-999,-999,False,
9790965,0.8220677,54953.735741,0.58,-999,-999,-999,-999,-999,-999,-999,False,
8848104,0.8248518,54964.625931,0.49,-999,-999,-999,-999,-999,-999,-999,False,
7950962,0.8269566,54953.825170,0.92,-999,-999,-999,-999,-999,-999,-999,True,
10454725,0.8317678,54964.748311,0.64,-999,-999,-999,-999,-999,-999,-999,False,
5198934,0.8347392,54965.098659,0.94,-999,-999,-999,-999,-999,-999,-999,False,
7766185,0.8354573,54954.554702,0.73,-999,-999,-999,-999,-999,-999,-999,False,
8432034,0.8362020,55000.034069,0.58,-999,-999,-999,-999,-999,-999,-999,False,
8211824,0.8411311,55000.482124,0.58,-999,-999,-999,-999,-999,-999,-999,True,
3339563,0.8412314,54965.394962,0.72,-999,-999,-999,-999,-999,-999,-999,False,
6464285,0.8436513,54964.946805,0.55,-999,-999,-999,-999,-999,-999,-999,False,
6028860,0.8440331,55003.147571,0.45,-999,-999,-999,-999,-999,-999,-999,False,
10129482,0.8462906,54965.192407,0.47,-999,-999,-999,-999,-999,-999,-999,False,
3104113,0.8467860,54965.284916,0.85,-999,-999,-999,-999,-999,-999,-999,False,
6365321,0.8484849,54964.893729,0.43,-999,-999,-999,-999,-999,-999,-999,True,
8822555,0.8528414,55000.243981,0.80,-999,-999,-999,-999,-999,-999,-999,False,
2835289,0.8577619,55000.444609,0.92,-999,-999,-999,-999,-999,-999,-999,True,
10257903,0.8585697,54965.028648,0.59,-999,-999,-999,-999,-999,-999,-999,False,
5606644,0.8619311,54999.674424,0.63,-999,-999,-999,-999,-999,-999,-999,False,
7366145,0.8643608,54964.919807,0.90,-999,-999,-999,-999,-999,-999,-999,False,
12109845,0.8659588,55000.560010,0.51,-999,-999,-999,-999,-999,-999,-999,False,
8904448,0.8659827,54965.065034,0.74,-999,-999,-999,-999,-999,-999,-999,False,
5560831,0.8677210,54999.871366,0.60,-999,-999,-999,-999,-999,-999,-999,False,
2577756,0.8703335,54964.662821,0.63,-999,-999,-999,-999,-999,-999,-999,False,
9480977,0.8710309,54954.431255,0.94,-999,-999,-999,-999,-999,-999,-999,False,
9346655,0.8716212,54965.122004,0.45,-999,-999,-999,-999,-999,-999,-999,False,
9394601,0.8768264,54955.415456,0.59,-999,-999,-999,-999,-999,-999,-999,False,
8314879,0.8777596,54999.845981,0.62,-999,-999,-999,-999,-999,-999,-999,False,
9840412,0.8784558,54954.562389,0.79,-999,-999,-999,-999,-999,-999,-999,False,
8523194,0.8785327,54954.223740,0.94,-999,-999,-999,-999,-999,-999,-999,False,
8696327,0.8792288,55000.025587,0.75,-999,-999,-999,-999,-999,-999,-999,False,
11338865,0.8803849,54954.094893,0.87,-999,-999,-999,-999,-999,-999,-999,False,
8800998,0.8828148,54965.516811,0.86,-999,-999,-999,-999,-999,-999,-999,False,
5474733,0.8837752,55066.460374,0.54,-999,-999,-999,-999,-999,-999,-999,False,
7777443,0.8851249,54954.257271,0.62,-999,-999,-999,-999,-999,-999,-999,True,
7630690,0.8865633,54954.581174,0.97,-999,-999,-999,-999,-999,-999,-999,False,
11295347,0.8884399,54954.543519,0.97,-999,-999,-999,-999,-999,-999,-999,False,
3114667,0.8885832,54999.753222,0.52,-999,-999,-999,-999,-999,-999,-999,False,
2851100,0.8901084,54965.364973,0.43,-999,-999,-999,-999,-999,-999,-999,False,
10815379,0.8905202,55002.338261,0.79,-999,-999,-999,-999,-999,-999,-999,True,
7296094,0.8907493,55000.511330,0.47,-999,-999,-999,-999,-999,-999,-999,False,
3458919,0.8920610,54964.814965,0.53,-999,-999,-999,-999,-999,-999,-999,False,
7501230,0.8927503,54954.448499,0.75,-999,-999,-999,-999,-999,-999,-999,False,
9392682,0.8929178,54954.626396,0.80,-999,-999,-999,-999,-999,-999,-999,False,
3659940,0.8962698,54965.564596,0.54,-999,-999,-999,-999,-999,-999,-999,False,
8240861,0.8984997,55000.000664,0.62,-999,-999,-999,-999,-999,-999,-999,False,
4739791,0.8989216,54999.891004,0.59,-999,-999,-999,-999,-999,-999,-999,False,
7811211,0.9024056,54964.825947,0.49,-999,-999,-999,-999,-999,-999,-999,False,
7258889,0.9039046,54965.003774,0.58,-999,-999,-999,-999,-999,-999,-999,False,
5952403,0.9056778,54965.206719,0.52,-999,-999,-999,-999,-999,-999,-999,False,
2162283,0.9063780,54954.348794,1.00,-999,-999,-999,-999,-999,-999,-999,True,
10735519,0.9070641,54954.052963,0.56,-999,-999,-999,-999,-999,-999,-999,False,
6045264,0.9093104,54965.634157,0.61,-999,-999,-999,-999,-999,-999,-999,False,
7584739,0.9115578,54954.431499,0.71,-999,-999,-999,-999,-999,-999,-999,False,
9020426,0.9133929,54965.446822,0.58,-999,-999,-999,-999,-999,-999,-999,False,
6516874,0.9163270,55001.922486,0.60,-999,-999,-999,-999,-999,-999,-999,False,
9083523,0.9184208,54954.484907,0.65,-999,-999,-999,-999,-999,-999,-999,False,
3954798,0.9184800,54953.841706,0.58,-999,-999,-999,-999,-999,-999,-999,True,
10979669,0.9257680,54954.506797,0.83,-999,-999,-999,-999,-999,-999,-999,False,
7977261,0.9258122,54954.342993,0.91,-999,-999,-999,-999,-999,-999,-999,False,
8087799,0.9262278,54999.963134,0.77,-999,-999,-999,-999,-999,-999,-999,False,
12400729,0.9317259,54965.484345,0.51,-999,-999,-999,-999,-999,-999,-999,False,
6370665,0.9323156,54965.419240,0.96,-999,-999,-999,-999,-999,-999,-999,False,
5636642,0.9335000,54999.629924,0.45,-999,-999,-999,-999,-999,-999,-999,False,
10407221,0.9337397,55011.200039,0.61,-999,-999,-999,-999,-999,-999,-999,False,
10363300,0.9349261,54965.177722,0.56,-999,-999,-999,-999,-999,-999,-999,False,
10599397,0.9374067,54964.910816,0.50,-999,-999,-999,-999,-999,-999,-999,False,
5621294,0.9389049,54954.510518,0.60,-999,-999,-999,-999,-999,-999,-999,False,
3662635,0.9393755,54965.012755,0.56,-999,-999,-999,-999,-999,-999,-999,True,
6778050,0.9458280,54965.564982,0.55,-999,-999,-999,-999,-999,-999,-999,False,
3124420,0.9489507,55000.571511,0.60,-999,-999,-999,-999,-999,-999,-999,False,
8608310,0.9503824,54964.955191,0.65,-999,-999,-999,-999,-999,-999,-999,False,
4358206,0.9511619,54964.920938,0.57,-999,-999,-999,-999,-999,-999,-999,False,
10858720,0.9523776,54954.860114,0.63,-999,-999,-999,-999,-999,-999,-999,False,
9596187,0.9533167,54964.695879,0.47,-999,-999,-999,-999,-999,-999,-999,False,
5269407,0.9588711,54965.645124,0.53,-999,-999,-999,-999,-999,-999,-999,False,
4729553,0.9612926,54954.462471,0.60,-999,-999,-999,-999,-999,-999,-999,False,
5471619,0.9628354,54965.198253,0.60,-999,-999,-999,-999,-999,-999,-999,False,
9788457,0.9633378,54965.186856,0.60,-999,-999,-999,-999,-999,-999,-999,False,
4350454,0.9656582,54964.961310,0.80,-999,-999,-999,-999,-999,-999,-999,False,
6390824,0.9735449,54965.514244,0.48,-999,-999,-999,-999,-999,-999,-999,False,
2854948,0.9743044,55002.410212,0.50,-999,-999,-999,-999,-999,-999,-999,False,
10991989,0.9744780,54954.647910,0.54,-999,-999,-999,-999,-999,-999,-999,True,
3957477,0.9790522,54954.934438,0.57,-999,-999,-999,-999,-999,-999,-999,False,
9220600,0.9791626,54954.447384,0.63,-999,-999,-999,-999,-999,-999,-999,False,
9574614,0.9820854,54965.685069,0.40,-999,-999,-999,-999,-999,-999,-999,False,
9365025,0.9843043,54954.474741,0.94,-999,-999,-999,-999,-999,-999,-999,False,
11358392,0.9849768,54954.564943,0.42,-999,-999,-999,-999,-999,-999,-999,False,
4999357,0.9901294,54953.896750,0.84,-999,-999,-999,-999,-999,-999,-999,False,
3122985,0.9934885,54965.600017,0.47,-999,-999,-999,-999,-999,-999,-999,False,
6262882,0.9965008,54965.111503,0.79,-999,-999,-999,-999,-999,-999,-999,False,
3965242,0.9967236,54964.911763,0.50,-999,-999,-999,-999,-999,-999,-999,False,
8758161,0.9982176,54953.832607,0.58,-999,-999,-999,-999,-999,-999,-999,True,
11097678,0.9997156,54954.857024,0.89,-999,-999,-999,-999,-999,-999,-999,False,
8669092,1.0008312,54954.288860,0.48,-999,-999,-999,-999,-999,-999,-999,True,
5955731,1.0038296,54954.560242,0.99,-999,-999,-999,-999,-999,-999,-999,False,
12356746,1.0049085,54954.369600,0.52,-999,-999,-999,-999,-999,-999,-999,False,
10014536,1.0093927,55009.936431,0.98,-999,-999,-999,-999,-999,-999,-999,False,
10063044,1.0096716,54965.595585,0.58,-999,-999,-999,-999,-999,-999,-999,False,
8565912,1.0121736,55000.334268,0.59,-999,-999,-999,-999,-999,-999,-999,False,
8294484,1.0127392,54999.844809,0.58,-999,-999,-999,-999,-999,-999,-999,False,
10189523,1.0139159,54965.418559,0.47,-999,-999,-999,-999,-999,-999,-999,False,
3431321,1.0150487,54954.427787,0.79,-999,-999,-999,-999,-999,-999,-999,False,
4281068,1.0153045,54965.533547,0.67,-999,-999,-999,-999,-999,-999,-999,False,
12599700,1.0177858,54965.259157,0.45,-999,-999,-999,-999,-999,-999,-999,False,
8913061,1.0199706,54954.108073,0.76,-999,-999,-999,-999,-999,-999,-999,False,
9832545,1.0207497,55000.093984,0.59,-999,-999,-999,-999,-999,-999,-999,False,
8647309,1.0220371,55000.115788,0.65,-999,-999,-999,-999,-999,-999,-999,False,
12016304,1.0240520,54965.655256,0.92,-999,-999,-999,-999,-999,-999,-999,False,
9474485,1.0251632,54965.292272,0.52,-999,-999,-999,-999,-999,-999,-999,False,
5534702,1.0254659,54965.634507,0.58,-999,-999,-999,-999,-999,-999,-999,False,
4679687,1.0279026,55000.391764,0.43,-999,-999,-999,-999,-999,-999,-999,False,
10676927,1.0311005,54999.932510,0.55,-999,-999,-999,-999,-999,-999,-999,False,
6191574,1.0345298,54964.878585,0.49,-999,-999,-999,-999,-999,-999,-999,False,
10264202,1.0351478,54965.550176,0.49,-999,-999,-999,-999,-999,-999,-999,False,
4649324,1.0356908,54965.227994,0.62,-999,-999,-999,-999,-999,-999,-999,False,
11968513,1.0365914,55185.882996,0.49,-999,-999,-999,-999,-999,-999,-999,False,
5078879,1.0393706,55003.083842,0.40,-999,-999,-999,-999,-999,-999,-999,False,
4551328,1.0441159,54965.084253,0.50,-999,-999,-999,-999,-999,-999,-999,False,
9345838,1.0458736,54954.538766,0.75,-999,-999,-999,-999,-999,-999,-999,False,
3848919,1.0472603,54964.765586,0.56,-999,-999,-999,-999,-999,-999,-999,False,
5876360,1.0508470,54999.817075,0.49,-999,-999,-999,-999,-999,-999,-999,False,
9419603,1.0524171,54964.964790,0.77,-999,-999,-999,-999,-999,-999,-999,False,
11455795,1.0573353,54964.791642,0.46,-999,-999,-999,-999,-999,-999,-999,False,
8552540,1.0619343,54954.105667,0.56,-999,-999,-999,-999,-999,-999,-999,True,
4647652,1.0648240,54953.946994,0.68,-999,-999,-999,-999,-999,-999,-999,False,
3749508,1.0657337,54954.377220,0.51,-999,-999,-999,-999,-999,-999,-999,False,
5475624,1.0698434,55279.980369,0.66,-999,-999,-999,-999,-999,-999,-999,False,
10616829,1.0729341,54965.293061,0.58,-999,-999,-999,-999,-999,-999,-999,False,
9402652,1.0731040,54954.290416,0.65,-999,-999,-999,-999,-999,-999,-999,False,
11968490,1.0788901,54965.437249,0.49,-999,-999,-999,-999,-999,-999,-999,False,
6844489,1.0797603,54965.387110,0.84,-999,-999,-999,-999,-999,-999,-999,False,
3351945,1.0805381,54965.329700,0.49,-999,-999,-999,-999,-999,-999,-999,False,
8608490,1.0828100,54965.473637,0.51,-999,-999,-999,-999,-999,-999,-999,True,
11391667,1.0837368,54954.131308,0.44,-999,-999,-999,-999,-999,-999,-999,True,
8894630,1.0840008,54954.056676,0.95,-999,-999,-999,-999,-999,-999,-999,False,
5802834,1.0924429,54954.484295,0.88,-999,-999,-999,-999,-999,-999,-999,False,
12066630,1.0983743,54953.972598,0.98,-999,-999,-999,-999,-999,-999,-999,True,
9508954,1.1006472,55002.351184,0.80,-999,-999,-999,-999,-999,-999,-999,False,
10268903,1.1039663,54999.910577,0.39,-999,-999,-999,-999,-999,-999,-999,False,
10736223,1.1050943,54965.545055,0.56,-999,-999,-999,-999,-999,-999,-999,False,
6695889,1.1065608,54965.373754,0.49,-999,-999,-999,-999,-999,-999,-999,False,
6803335,1.1108525,54954.336315,0.95,-999,-999,-999,-999,-999,-999,-999,False,
9164694,1.1113636,54965.301499,0.75,-999,-999,-999,-999,-999,-999,-999,False,
5377349,1.1167657,54965.748569,0.62,-999,-999,-999,-999,-999,-999,-999,False,
4570326,1.1215525,54954.442727,0.95,-999,-999,-999,-999,-999,-999,-999,True,
9343862,1.1232568,54999.850251,0.56,-999,-999,-999,-999,-999,-999,-999,False,
9725155,1.1271457,54953.910191,0.99,-999,-999,-999,-999,-999,-999,-999,False,
6025466,1.1278008,54953.774098,0.44,-999,-999,-999,-999,-999,-999,-999,False,
4945588,1.1290800,54954.186276,0.99,-999,-999,-999,-999,-999,-999,-999,True,
6058875,1.1298682,55002.072583,0.51,-999,-999,-999,-999,-999,-999,-999,False,
5975712,1.1360932,54953.907190,0.87,-999,-999,-999,-999,-999,-999,-999,False,
3832716,1.1418772,54954.237442,0.57,-999,-999,-999,-999,-999,-999,-999,True,
4484356,1.1441593,54965.016920,0.51,-999,-999,-999,-999,-999,-999,-999,False,
7449844,1.1522182,54965.124308,0.46,-999,-999,-999,-999,-999,-999,-999,True,
7740302,1.1535089,54953.667659,0.92,-999,-999,-999,-999,-999,-999,-999,True,
7770471,1.1578046,55000.184100,0.56,-999,-999,-999,-999,-999,-999,-999,False,
6447430,1.1600020,54954.159217,0.92,-999,-999,-999,-999,-999,-999,-999,False,
8548416,1.1636482,54954.946921,0.84,-999,-999,-999,-999,-999,-999,-999,False,
3849155,1.1683133,54965.047161,0.40,-999,-999,-999,-999,-999,-999,-999,True,
9108579,1.1696282,54955.005985,0.81,-999,-999,-999,-999,-999,-999,-999,False,
4169521,1.1725557,54953.794592,0.93,-999,-999,-999,-999,-999,-999,-999,False,
9724080,1.1739178,54965.668297,0.94,-999,-999,-999,-999,-999,-999,-999,False,
4945035,1.1746830,55002.423514,0.49,-999,-999,-999,-999,-999,-999,-999,False,
10613718,1.1758779,54953.886226,0.39,-999,-999,-999,-999,-999,-999,-999,True,
8444552,1.1780996,54964.591546,0.49,-999,-999,-999,-999,-999,-999,-999,False,
8218274,1.1873525,54965.277730,0.58,-999,-999,-999,-999,-999,-999,-999,False,
5371109,1.1918616,54965.793390,0.89,-999,-999,-999,-999,-999,-999,-999,False,
8452840,1.2011596,54954.148064,0.84,-999,-999,-999,-999,-999,-999,-999,False,
10417135,1.2033317,54965.331384,0.94,-999,-999,-999,-999,-999,-999,-999,False,
3547111,1.2078359,55000.126516,0.96,-999,-999,-999,-999,-999,-999,-999,False,
5623923,1.2087495,54999.529079,0.61,-999,-999,-999,-999,-999,-999,-999,True,
7976783,1.2088516,54954.284761,0.99,-999,-999,-999,-999,-999,-999,-999,False,
9366988,1.2190300,55000.458142,0.46,-999,-999,-999,-999,-999,-999,-999,False,
9592850,1.2193246,55000.304159,0.60,-999,-999,-999,-999,-999,-999,-999,False,
9592855,1.2193248,54953.971963,0.60,-999,-999,-999,-999,-999,-999,-999,False,
4273411,1.2196984,54965.680481,0.92,-999,-999,-999,-999,-999,-999,-999,False,
9205993,1.2197374,55000.494728,0.56,-999,-999,-999,-999,-999,-999,-999,False,
5809827,1.2221100,54965.492031,0.67,-999,-999,-999,-999,-999,-999,-999,False,
7676610,1.2256754,54954.641533,0.85,-999,-999,-999,-999,-999,-999,-999,False,
10661783,1.2313633,54954.954320,0.62,-999,-999,-999,-999,-999,-999,-999,True,
8177958,1.2352564,54954.778551,0.80,-999,-999,-999,-999,-999,-999,-999,False,
3851320,1.2385693,55000.251155,0.82,-999,-999,-999,-999,-999,-999,-999,False,
6206751,1.2453335,54954.013099,0.56,-999,-999,-999,-999,-999,-999,-999,True,
4739194,1.2465860,54965.020269,0.56,-999,-999,-999,-999,-999,-999,-999,False,
9451096,1.2503908,54954.729422,0.53,-999,-999,-999,-999,-999,-999,-999,True,
10556578,1.2528638,55003.741822,0.46,-999,-999,-999,-999,-999,-999,-999,False,
4768846,1.2548308,55001.575159,0.55,-999,-999,-999,-999,-999,-999,-999,False,
8386865,1.2580412,54953.942556,0.99,-999,-999,-999,-999,-999,-999,-999,False,
8382182,1.2587141,54965.485207,0.93,-999,-999,-999,-999,-999,-999,-999,False,
11134079,1.2605660,54965.059101,0.44,-999,-999,-999,-999,-999,-999,-999,False,
12365000,1.2627433,54953.829014,0.39,-999,-999,-999,-999,-999,-999,-999,False,
6209824,1.2629743,54954.943113,0.91,-999,-999,-999,-999,-999,-999,-999,False,
9164561,1.2670378,54965.255669,0.61,-999,-999,-999,-999,-999,-999,-999,True,
6962018,1.2698936,54965.073843,0.45,-999,-999,-999,-999,-999,-999,-999,False,
6689368,1.2701142,54954.353201,0.96,-999,-999,-999,-999,-999,-999,-999,False,
8111387,1.2735971,54954.305563,1.00,-999,-999,-999,-999,-999,-999,-999,False,
4372705,1.2786675,55000.253218,1.00,-999,-999,-999,-999,-999,-999,-999,False,
5300878,1.2794432,54965.493633,0.50,-999,-999,-999,-999,-999,-999,-999,False,
9909497,1.2840731,54965.767231,0.96,-999,-999,-999,-999,-999,-999,-999,False,
3547315,1.2847000,54999.596630,0.47,-999,-999,-999,-999,-999,-999,-999,False,
