##
## Kepler Eclipsing Binary Catalog
## Revision Date (Y/M/D): March 30, 2015, 4:41 p.m.
## Download Date (Y/M/D): 
##
## Query String: 
##
#KIC,period,bjd0,morph,T2/T1,rho1+rho2,q,e_sin_omega,e_cos_omega,FF,sin_i,SC,
5475712,2.9918851,54967.174359,0.53,-999,-999,-999,-999,-999,-999,-999,False,
9886224,2.9926600,55000.806340,0.24,-999,-999,-999,-999,-999,-999,-999,False,
9178185,2.9927070,54966.300350,0.18,-999,-999,-999,-999,-999,-999,-999,False,
4848423,3.0036527,55000.580941,0.48,-999,-999,-999,-999,-999,-999,-999,False,
3964545,3.0124754,54965.246014,0.28,-999,-999,-999,-999,-999,-999,-999,False,
6312521,3.0155492,55002.107084,0.32,-999,-999,-999,-999,-999,-999,-999,False,
6614926,3.0267648,54966.327253,0.41,-999,-999,-999,-999,-999,-999,-999,False,
10014830,3.0305267,54967.123977,0.61,-999,-999,-999,-999,-999,-999,-999,True,
8654097,3.0415904,55003.411913,0.94,-999,-999,-999,-999,-999,-999,-999,False,
9159301,3.0447712,54956.312393,0.55,-999,-999,-999,-999,-999,-999,-999,False,
5024450,3.0518511,55188.478488,0.33,-999,-999,-999,-999,-999,-999,-999,False,
4908495,3.1203153,54965.368046,0.31,-999,-999,-999,-999,-999,-999,-999,False,
10904857,3.1208306,54997.432212,0.19,-999,-999,-999,-999,-999,-999,-999,True,
11147276,3.1330583,54967.102845,0.31,-999,-999,-999,-999,-999,-999,-999,False,
3459199,3.1410343,54999.890746,0.32,-999,-999,-999,-999,-999,-999,-999,True,
8719897,3.1514245,54955.237444,0.50,-999,-999,-999,-999,-999,-999,-999,True,
8940961,3.1666696,54966.960335,0.36,-999,-999,-999,-999,-999,-999,-999,False,
5014753,3.1706264,54966.999059,0.24,-999,-999,-999,-999,-999,-999,-999,True,
8016214,3.1749714,54966.725645,0.53,-999,-999,-999,-999,-999,-999,-999,True,
5527172,3.1839666,54975.414638,0.33,-999,-999,-999,-999,-999,-999,-999,False,
5113053,3.1850998,55001.328360,0.41,-999,-999,-999,-999,-999,-999,-999,False,
2437060,3.1871104,55000.890724,0.47,-999,-999,-999,-999,-999,-999,-999,False,
7765894,3.2045426,54957.003923,0.88,-999,-999,-999,-999,-999,-999,-999,False,
3449540,3.2120062,54965.493715,0.40,-999,-999,-999,-999,-999,-999,-999,False,
8953257,3.2217848,54965.919288,0.29,-999,-999,-999,-999,-999,-999,-999,False,
10489521,3.2245044,55000.317036,0.38,-999,-999,-999,-999,-999,-999,-999,False,
9512958,3.2371513,55005.742909,0.76,-999,-999,-999,-999,-999,-999,-999,False,
11122789,3.2381538,55000.642064,0.91,-999,-999,-999,-999,-999,-999,-999,True,
9834719,3.2433378,54966.059263,0.16,-999,-999,-999,-999,-999,-999,-999,True,
11021252,3.2691918,54966.255394,0.21,-999,-999,-999,-999,-999,-999,-999,False,
10657664,3.2736988,54956.769874,0.35,-999,-999,-999,-999,-999,-999,-999,True,
10991769,3.2813452,55002.711990,0.98,-999,-999,-999,-999,-999,-999,-999,True,
1873513,3.2903828,55001.074635,0.16,-999,-999,-999,-999,-999,-999,-999,False,
9784371,3.3012263,54957.491980,0.95,-999,-999,-999,-999,-999,-999,-999,False,
3547091,3.3055782,55096.322121,0.23,-999,-999,-999,-999,-999,-999,-999,True,
2438490,3.3157673,55001.020053,0.34,-999,-999,-999,-999,-999,-999,-999,False,
9664215,3.3194959,54964.925032,0.28,-999,-999,-999,-999,-999,-999,-999,False,
7605600,3.3261926,55006.242491,0.19,-999,-999,-999,-999,-999,-999,-999,False,
3120431,3.3418958,55004.635046,0.34,-999,-999,-999,-999,-999,-999,-999,False,
9719636,3.3515700,55000.791902,0.26,-999,-999,-999,-999,-999,-999,-999,False,
9278021,3.3594715,54956.873159,0.19,-999,-999,-999,-999,-999,-999,-999,True,
4761060,3.3613913,55002.021782,0.78,-999,-999,-999,-999,-999,-999,-999,True,
6153672,3.3644248,55153.072286,0.13,-999,-999,-999,-999,-999,-999,-999,False,
10728219,3.3718077,54971.243773,0.26,-999,-999,-999,-999,-999,-999,-999,False,
11303811,3.3795581,55002.352540,0.85,-999,-999,-999,-999,-999,-999,-999,False,
7830460,3.3977502,54957.456132,0.94,-999,-999,-999,-999,-999,-999,-999,False,
11240948,3.4019372,55001.252154,0.26,-999,-999,-999,-999,-999,-999,-999,False,
10091257,3.4038482,54956.444980,0.31,-999,-999,-999,-999,-999,-999,-999,True,
5820218,3.4117889,54966.182973,0.26,-999,-999,-999,-999,-999,-999,-999,False,
11515292,3.4192960,54998.639286,0.94,-999,-999,-999,-999,-999,-999,-999,True,
6525196,3.4206042,54954.352139,0.36,-999,-999,-999,-999,-999,-999,-999,True,
6620003,3.4285506,54966.315240,0.19,-999,-999,-999,-999,-999,-999,-999,False,
4365461,3.4288300,54964.865358,0.43,-999,-999,-999,-999,-999,-999,-999,False,
10162999,3.4292146,55003.020162,0.95,-999,-999,-999,-999,-999,-999,-999,False,
8879915,3.4426270,54965.531246,0.32,-999,-999,-999,-999,-999,-999,-999,False,
12022517,3.4427135,55003.264108,0.28,-999,-999,-999,-999,-999,-999,-999,False,
4740676,3.4542411,54954.347846,0.37,-999,-999,-999,-999,-999,-999,-999,False,
11347875,3.4550909,54965.552770,0.86,-999,-999,-999,-999,-999,-999,-999,False,
5288543,3.4570755,54964.805421,0.41,-999,-999,-999,-999,-999,-999,-999,True,
8912911,3.4635606,55004.269736,0.86,-999,-999,-999,-999,-999,-999,-999,False,
11760959,3.4701662,55189.102605,0.42,-999,-999,-999,-999,-999,-999,-999,False,
5376836,3.4794252,54966.317189,0.30,-999,-999,-999,-999,-999,-999,-999,True,
8581658,3.4816575,54956.737784,0.36,-999,-999,-999,-999,-999,-999,-999,False,
4935914,3.4863333,54999.242862,0.21,-999,-999,-999,-999,-999,-999,-999,False,
3352751,3.4954552,54954.597119,0.50,-999,-999,-999,-999,-999,-999,-999,False,
6891512,3.5051258,54955.206280,0.45,-999,-999,-999,-999,-999,-999,-999,True,
5458880,3.5116889,54976.059892,0.82,-999,-999,-999,-999,-999,-999,-999,True,
11922782,3.5129339,54956.247158,0.37,-999,-999,-999,-999,-999,-999,-999,True,
11975363,3.5184191,54967.411965,0.38,-999,-999,-999,-999,-999,-999,-999,False,
8243263,3.5185527,54966.833553,0.30,-999,-999,-999,-999,-999,-999,-999,False,
8458207,3.5301622,54967.774915,0.34,-999,-999,-999,-999,-999,-999,-999,False,
12405950,3.5396300,55096.740561,0.28,-999,-999,-999,-999,-999,-999,-999,False,
7593110,3.5493836,54999.192999,0.17,-999,-999,-999,-999,-999,-999,-999,False,
9602595,3.5565084,54955.853445,0.55,-999,-999,-999,-999,-999,-999,-999,False,
1573836,3.5570929,55000.034563,0.94,-999,-999,-999,-999,-999,-999,-999,False,
8153568,3.6071424,54999.290378,0.56,-999,-999,-999,-999,-999,-999,-999,False,
5218441,3.6137546,54968.284761,0.46,-999,-999,-999,-999,-999,-999,-999,False,
2695740,3.6159079,54956.425527,0.84,-999,-999,-999,-999,-999,-999,-999,False,
8378656,3.6294401,54967.700484,0.43,-999,-999,-999,-999,-999,-999,-999,False,
5023948,3.6492928,55002.377045,0.35,-999,-999,-999,-999,-999,-999,-999,False,
8784288,3.6551180,54965.264718,0.34,-999,-999,-999,-999,-999,-999,-999,False,
8939650,3.6553208,54965.820660,0.36,-999,-999,-999,-999,-999,-999,-999,False,
6387450,3.6613261,54968.269124,0.20,-999,-999,-999,-999,-999,-999,-999,False,
3656322,3.6636138,54956.390031,0.56,-999,-999,-999,-999,-999,-999,-999,False,
6182019,3.6649654,55003.801005,0.29,-999,-999,-999,-999,-999,-999,-999,False,
8196180,3.6716611,54954.075157,0.31,-999,-999,-999,-999,-999,-999,-999,True,
3115480,3.6937025,54968.194275,0.28,-999,-999,-999,-999,-999,-999,-999,False,
5022440,3.6939503,54966.608467,0.18,-999,-999,-999,-999,-999,-999,-999,False,
10294608,3.7089843,54956.218283,0.37,-999,-999,-999,-999,-999,-999,-999,False,
4276114,3.7224071,55003.790770,0.17,-999,-999,-999,-999,-999,-999,-999,False,
6205460,3.7228320,54956.455222,0.58,-999,-999,-999,-999,-999,-999,-999,True,
6200709,3.7235300,55001.482059,0.30,-999,-999,-999,-999,-999,-999,-999,False,
10863286,3.7238667,54955.434620,0.93,-999,-999,-999,-999,-999,-999,-999,False,
5294739,3.7359951,54968.063439,0.59,-999,-999,-999,-999,-999,-999,-999,True,
11913071,3.7478351,54955.943496,0.37,-999,-999,-999,-999,-999,-999,-999,True,
4758368,3.7499354,54958.206761,0.57,-999,-999,-999,-999,-999,-999,-999,True,
11774013,3.7562477,55000.572627,0.98,-999,-999,-999,-999,-999,-999,-999,False,
6367628,3.7796922,54957.352101,0.59,-999,-999,-999,-999,-999,-999,-999,False,
9005854,3.7804542,54968.458209,0.27,-999,-999,-999,-999,-999,-999,-999,False,
5802470,3.7918726,54967.133705,0.26,-999,-999,-999,-999,-999,-999,-999,False,
9291368,3.7964798,55002.319217,0.53,-999,-999,-999,-999,-999,-999,-999,False,
6628237,3.8401292,54968.139103,0.19,-999,-999,-999,-999,-999,-999,-999,False,
7212066,3.8404858,55186.355299,0.20,-999,-999,-999,-999,-999,-999,-999,False,
9411943,3.8440226,54967.087833,0.22,-999,-999,-999,-999,-999,-999,-999,False,
3544694,3.8457000,5500.426884,0.29,-999,-999,-999,-999,-999,-999,-999,False,
3861595,3.8493669,54959.728108,0.21,-999,-999,-999,-999,-999,-999,-999,True,
6863840,3.8527339,54964.745869,0.30,-999,-999,-999,-999,-999,-999,-999,False,
9166862,3.8555993,55003.679731,0.28,-999,-999,-999,-999,-999,-999,-999,False,
4815612,3.8568000,54999.315013,0.32,-999,-999,-999,-999,-999,-999,-999,False,
9028024,3.8578630,54968.566213,0.86,-999,-999,-999,-999,-999,-999,-999,False,
10155080,3.8609029,54957.048137,0.29,-999,-999,-999,-999,-999,-999,-999,True,
4474637,3.8867254,55002.994300,0.58,-999,-999,-999,-999,-999,-999,-999,False,
4174507,3.8918250,54966.039640,0.24,-999,-999,-999,-999,-999,-999,-999,False,
5285607,3.8994011,54959.576010,0.36,-999,-999,-999,-999,-999,-999,-999,True,
3231120,3.9000900,55001.478119,0.25,-999,-999,-999,-999,-999,-999,-999,False,
5370302,3.9043269,54967.350725,0.30,-999,-999,-999,-999,-999,-999,-999,True,
7940533,3.9055972,54954.626008,0.44,-999,-999,-999,-999,-999,-999,-999,True,
9392702,3.9093145,54964.893911,0.37,-999,-999,-999,-999,-999,-999,-999,False,
3241344,3.9126783,54966.428168,0.23,-999,-999,-999,-999,-999,-999,-999,False,
7377033,3.9136205,54968.471285,0.20,-999,-999,-999,-999,-999,-999,-999,False,
11867071,3.9638500,54999.717143,0.20,-999,-999,-999,-999,-999,-999,-999,False,
3973002,3.9841974,54967.882431,0.34,-999,-999,-999,-999,-999,-999,-999,False,
10346522,3.9891420,54965.571148,0.59,-999,-999,-999,-999,-999,-999,-999,False,
6545018,3.9914603,54965.835642,0.42,-999,-999,-999,-999,-999,-999,-999,False,
7041856,4.0006688,54999.450276,0.95,-999,-999,-999,-999,-999,-999,-999,False,
8504570,4.0077046,54955.777160,0.35,-999,-999,-999,-999,-999,-999,-999,True,
3427776,4.0166817,54967.239974,0.17,-999,-999,-999,-999,-999,-999,-999,False,
8242681,4.0206290,54966.637566,0.30,-999,-999,-999,-999,-999,-999,-999,False,
8916492,4.0237069,54961.187175,0.33,-999,-999,-999,-999,-999,-999,-999,False,
8234477,4.0286719,54966.956865,0.50,-999,-999,-999,-999,-999,-999,-999,False,
3097352,4.0298400,54999.654921,0.30,-999,-999,-999,-999,-999,-999,-999,False,
7695093,4.0327680,54966.300360,0.27,-999,-999,-999,-999,-999,-999,-999,False,
9835416,4.0366052,54957.446497,0.86,-999,-999,-999,-999,-999,-999,-999,False,
5021174,4.0450540,55001.636952,0.20,-999,-999,-999,-999,-999,-999,-999,False,
4247791,4.0497388,54954.776327,0.23,-999,-999,-999,-999,-999,-999,-999,True,
11403216,4.0532529,55186.619762,0.27,-999,-999,-999,-999,-999,-999,-999,False,
10149845,4.0563659,55001.089236,0.85,-999,-999,-999,-999,-999,-999,-999,False,
9881258,4.0570249,54955.695831,0.37,-999,-999,-999,-999,-999,-999,-999,False,
8621026,4.0594287,54954.009536,0.35,-999,-999,-999,-999,-999,-999,-999,False,
10480952,4.0749064,54954.364164,0.39,-999,-999,-999,-999,-999,-999,-999,True,
8230809,4.0783467,54973.317215,0.43,-999,-999,-999,-999,-999,-999,-999,False,
4247791,4.1008708,54956.035723,0.48,-999,-999,-999,-999,-999,-999,-999,True,
2162994,4.1015955,54965.631653,0.42,-999,-999,-999,-999,-999,-999,-999,False,
10935310,4.1287955,54957.321310,0.17,-999,-999,-999,-999,-999,-999,-999,False,
5610698,4.1325280,54965.891300,0.54,-999,-999,-999,-999,-999,-999,-999,False,
10031409,4.1438796,54957.548369,0.35,-999,-999,-999,-999,-999,-999,-999,False,
5080652,4.1443566,54968.166959,0.30,-999,-999,-999,-999,-999,-999,-999,False,
11231334,4.1574813,54993.020330,0.44,-999,-999,-999,-999,-999,-999,-999,True,
3543270,4.1769294,54966.195961,0.32,-999,-999,-999,-999,-999,-999,-999,False,
7976520,4.1783582,55105.261120,0.20,-999,-999,-999,-999,-999,-999,-999,False,
5858519,4.1825000,55000.473253,0.39,-999,-999,-999,-999,-999,-999,-999,False,
9446824,4.2023346,55004.107067,0.28,-999,-999,-999,-999,-999,-999,-999,True,
8095099,4.2064786,54965.867114,0.45,-999,-999,-999,-999,-999,-999,-999,False,
7960295,4.2082230,54999.312658,0.30,-999,-999,-999,-999,-999,-999,-999,False,
7919653,4.2104773,54965.674654,0.37,-999,-999,-999,-999,-999,-999,-999,False,
10091110,4.2185174,55185.867931,0.25,-999,-999,-999,-999,-999,-999,-999,False,
6849046,4.2253850,54966.334555,0.22,-999,-999,-999,-999,-999,-999,-999,True,
7838639,4.2263951,54965.330223,0.27,-999,-999,-999,-999,-999,-999,-999,False,
3327980,4.2310217,54967.106634,0.43,-999,-999,-999,-999,-999,-999,-999,False,
6939670,4.2388552,54968.201068,0.33,-999,-999,-999,-999,-999,-999,-999,False,
8893936,4.2444799,54968.941651,0.69,-999,-999,-999,-999,-999,-999,-999,False,
4037428,4.2647283,54955.403778,0.14,-999,-999,-999,-999,-999,-999,-999,True,
9520700,4.2736689,54966.617453,0.31,-999,-999,-999,-999,-999,-999,-999,False,
9940565,4.2786538,54968.058951,0.21,-999,-999,-999,-999,-999,-999,-999,False,
7287391,4.2860997,55186.181528,0.14,-999,-999,-999,-999,-999,-999,-999,False,
5024292,4.3010324,55466.368741,0.37,-999,-999,-999,-999,-999,-999,-999,False,
8098300,4.3059177,54956.737583,0.36,-999,-999,-999,-999,-999,-999,-999,True,
11046124,4.3074087,55002.519685,0.95,-999,-999,-999,-999,-999,-999,-999,False,
9532421,4.3091260,55002.179801,0.14,-999,-999,-999,-999,-999,-999,-999,False,
6629332,4.3105565,54968.730786,0.18,-999,-999,-999,-999,-999,-999,-999,True,
3973504,4.3187277,55003.478168,0.18,-999,-999,-999,-999,-999,-999,-999,False,
4149684,4.3208494,55004.304360,0.25,-999,-999,-999,-999,-999,-999,-999,False,
3127817,4.3271394,54955.117734,0.48,-999,-999,-999,-999,-999,-999,-999,True,
5343976,4.3313919,54954.732569,0.22,-999,-999,-999,-999,-999,-999,-999,False,
4275739,4.3436563,55088.178957,0.25,-999,-999,-999,-999,-999,-999,-999,False,
7907688,4.3448368,55000.020979,0.96,-999,-999,-999,-999,-999,-999,-999,False,
8328376,4.3459671,55000.221037,0.88,-999,-999,-999,-999,-999,-999,-999,False,
5648449,4.3488637,54960.906937,0.24,-999,-999,-999,-999,-999,-999,-999,True,
9002237,4.3500882,54967.799459,0.15,-999,-999,-999,-999,-999,-999,-999,False,
5181804,4.3505000,55000.068988,0.16,-999,-999,-999,-999,-999,-999,-999,False,
8957954,4.3598503,54967.308458,0.36,-999,-999,-999,-999,-999,-999,-999,False,
10275074,4.3628836,54999.250399,0.33,-999,-999,-999,-999,-999,-999,-999,False,
2441161,4.3839800,55004.684524,0.22,-999,-999,-999,-999,-999,-999,-999,False,
5768927,4.3905116,54956.769334,0.16,-999,-999,-999,-999,-999,-999,-999,False,
7033748,4.3927102,54968.713070,0.49,-999,-999,-999,-999,-999,-999,-999,False,
10491031,4.3981385,54957.266300,0.42,-999,-999,-999,-999,-999,-999,-999,False,
9655187,4.4162465,54953.965948,0.81,-999,-999,-999,-999,-999,-999,-999,True,
12268220,4.4215773,54954.124718,0.54,-999,-999,-999,-999,-999,-999,-999,True,
6521542,4.4257541,54965.681641,0.31,-999,-999,-999,-999,-999,-999,-999,False,
4547480,4.4269474,54966.563088,0.12,-999,-999,-999,-999,-999,-999,-999,False,
8301013,4.4280594,54957.310989,0.38,-999,-999,-999,-999,-999,-999,-999,False,
8868650,4.4471300,54958.000589,0.62,-999,-999,-999,-999,-999,-999,-999,True,
5816806,4.4554359,55003.096188,0.32,-999,-999,-999,-999,-999,-999,-999,False,
11252617,4.4781198,55006.173228,0.18,-999,-999,-999,-999,-999,-999,-999,False,
4285087,4.4860312,54966.450124,0.31,-999,-999,-999,-999,-999,-999,-999,False,
11197126,4.4948088,54954.270462,0.28,-999,-999,-999,-999,-999,-999,-999,False,
9786017,4.4980033,54956.640472,0.55,-999,-999,-999,-999,-999,-999,-999,False,
4751083,4.5323700,55000.409673,0.21,-999,-999,-999,-999,-999,-999,-999,False,
4372379,4.5351711,54966.216027,0.86,-999,-999,-999,-999,-999,-999,-999,False,
5795648,4.5533695,54954.773067,0.16,-999,-999,-999,-999,-999,-999,-999,True,
10206340,4.5644014,54956.962646,0.61,-999,-999,-999,-999,-999,-999,-999,True,
10208759,4.5750307,54967.647038,0.51,-999,-999,-999,-999,-999,-999,-999,False,
6362386,4.5924016,54956.954223,0.32,-999,-999,-999,-999,-999,-999,-999,True,
11673686,4.6187690,54957.148279,0.40,-999,-999,-999,-999,-999,-999,-999,True,
11200405,4.6396000,55000.581225,0.23,-999,-999,-999,-999,-999,-999,-999,False,
4936180,4.6409218,54964.943578,0.30,-999,-999,-999,-999,-999,-999,-999,False,
7025851,4.6810000,55000.868483,0.30,-999,-999,-999,-999,-999,-999,-999,False,
9071386,4.6933061,54955.782030,0.37,-999,-999,-999,-999,-999,-999,-999,True,
4346875,4.6942191,54966.779517,0.24,-999,-999,-999,-999,-999,-999,-999,False,
3862246,4.7024935,54969.307559,0.13,-999,-999,-999,-999,-999,-999,-999,False,
9635529,4.7039100,54957.860296,0.38,-999,-999,-999,-999,-999,-999,-999,True,
7199774,4.7081278,54955.947027,0.16,-999,-999,-999,-999,-999,-999,-999,False,
9528420,4.7084691,54967.152605,0.39,-999,-999,-999,-999,-999,-999,-999,False,
7943535,4.7193390,54957.075209,0.15,-999,-999,-999,-999,-999,-999,-999,True,
10287248,4.7222568,55733.752354,0.19,-999,-999,-999,-999,-999,-999,-999,True,
4947726,4.7260862,54965.922364,0.22,-999,-999,-999,-999,-999,-999,-999,False,
11287726,4.7377142,54965.324676,0.35,-999,-999,-999,-999,-999,-999,-999,False,
5481426,4.7681028,55002.190200,0.22,-999,-999,-999,-999,-999,-999,-999,False,
8554498,4.7803211,54999.437661,0.12,-999,-999,-999,-999,-999,-999,-999,True,
7691527,4.8002308,54968.782328,0.18,-999,-999,-999,-999,-999,-999,-999,False,
3869825,4.8006556,54972.135090,0.55,-999,-999,-999,-999,-999,-999,-999,False,
6227560,4.8035123,55187.672503,0.13,-999,-999,-999,-999,-999,-999,-999,False,
4049124,4.8044707,54969.003883,0.17,-999,-999,-999,-999,-999,-999,-999,False,
5211470,4.8085954,55004.227339,0.28,-999,-999,-999,-999,-999,-999,-999,False,
5738698,4.8087739,54956.591698,0.41,-999,-999,-999,-999,-999,-999,-999,True,
10710755,4.8166114,54966.762895,0.22,-999,-999,-999,-999,-999,-999,-999,False,
6956216,4.8188300,54998.410568,0.37,-999,-999,-999,-999,-999,-999,-999,False,
7599004,4.8228925,54998.362255,0.17,-999,-999,-999,-999,-999,-999,-999,False,
10156064,4.8559364,54954.458136,0.32,-999,-999,-999,-999,-999,-999,-999,True,
9970937,4.8769322,54999.131102,0.88,-999,-999,-999,-999,-999,-999,-999,True,
8302455,4.8839763,54957.805712,0.29,-999,-999,-999,-999,-999,-999,-999,True,
2438061,4.8858521,55004.093627,0.28,-999,-999,-999,-999,-999,-999,-999,True,
5649206,4.8934740,54998.774821,0.29,-999,-999,-999,-999,-999,-999,-999,False,
7362696,4.9313003,54967.849778,0.13,-999,-999,-999,-999,-999,-999,-999,False,
5310435,4.9313644,54956.290941,0.53,-999,-999,-999,-999,-999,-999,-999,False,
2449090,4.9440000,55001.811037,0.24,-999,-999,-999,-999,-999,-999,-999,False,
11138155,4.9593282,54965.582600,0.13,-999,-999,-999,-999,-999,-999,-999,True,
11233911,4.9598996,54969.122109,0.33,-999,-999,-999,-999,-999,-999,-999,False,
9652632,4.9776238,54955.175512,0.38,-999,-999,-999,-999,-999,-999,-999,True,
9842890,4.9883556,55191.215539,0.50,-999,-999,-999,-999,-999,-999,-999,False,
9842906,4.9886019,55191.224045,0.49,-999,-999,-999,-999,-999,-999,-999,False,
11255761,4.9926771,54967.605264,0.18,-999,-999,-999,-999,-999,-999,-999,False,
9873869,4.9947779,54954.189056,0.22,-999,-999,-999,-999,-999,-999,-999,True,
5477805,5.0067095,55067.660282,0.18,-999,-999,-999,-999,-999,-999,-999,False,
10158418,5.0074123,54958.008628,0.09,-999,-999,-999,-999,-999,-999,-999,True,
10215869,5.0172700,55002.598791,0.24,-999,-999,-999,-999,-999,-999,-999,False,
9892651,5.0358420,55001.693457,0.89,-999,-999,-999,-999,-999,-999,-999,False,
12004679,5.0424901,54955.769983,0.24,-999,-999,-999,-999,-999,-999,-999,False,
6044064,5.0632068,54966.701100,0.54,-999,-999,-999,-999,-999,-999,-999,False,
8316503,5.0653297,54967.981150,0.25,-999,-999,-999,-999,-999,-999,-999,False,
8736245,5.0694815,54969.011910,0.29,-999,-999,-999,-999,-999,-999,-999,False,
6965293,5.0778199,54957.473848,0.18,-999,-999,-999,-999,-999,-999,-999,True,
5530881,5.0825222,54965.960770,0.27,-999,-999,-999,-999,-999,-999,-999,True,
8454250,5.0828695,54955.003394,0.38,-999,-999,-999,-999,-999,-999,-999,False,
6591789,5.0884095,54967.354443,0.25,-999,-999,-999,-999,-999,-999,-999,False,
7777416,5.0910606,54965.767630,0.19,-999,-999,-999,-999,-999,-999,-999,False,
12504988,5.0939385,54967.623202,0.23,-999,-999,-999,-999,-999,-999,-999,True,
10483644,5.1107711,54966.314610,0.12,-999,-999,-999,-999,-999,-999,-999,False,
10157573,5.1157377,54965.346651,0.15,-999,-999,-999,-999,-999,-999,-999,False,
9451127,5.1174021,54967.585803,0.22,-999,-999,-999,-999,-999,-999,-999,False,
10227863,5.1397087,54968.073435,0.63,-999,-999,-999,-999,-999,-999,-999,False,
6889235,5.1886700,54956.285879,0.43,-999,-999,-999,-999,-999,-999,-999,True,
4069213,5.1942561,54957.183260,0.42,-999,-999,-999,-999,-999,-999,-999,True,
4157488,5.1974199,54968.137425,0.39,-999,-999,-999,-999,-999,-999,-999,False,
6603756,5.2042833,54968.885056,0.39,-999,-999,-999,-999,-999,-999,-999,True,
8780968,5.2344872,55004.660489,0.45,-999,-999,-999,-999,-999,-999,-999,False,
9848190,5.2410086,55021.046266,0.90,-999,-999,-999,-999,-999,-999,-999,False,
5016163,5.2456595,54964.856493,0.40,-999,-999,-999,-999,-999,-999,-999,False,
8374499,5.2519183,54969.740178,0.28,-999,-999,-999,-999,-999,-999,-999,False,
2860788,5.2597422,54965.066911,0.37,-999,-999,-999,-999,-999,-999,-999,False,
5961350,5.2626684,54958.099691,0.14,-999,-999,-999,-999,-999,-999,-999,False,
7289157,5.2664250,54969.966600,0.17,-999,-999,-999,-999,-999,-999,-999,True,
5462901,5.2707264,55006.081319,0.15,-999,-999,-999,-999,-999,-999,-999,False,
10486425,5.2748160,54969.708432,0.24,-999,-999,-999,-999,-999,-999,-999,False,
7369523,5.3188369,54966.319987,0.39,-999,-999,-999,-999,-999,-999,-999,False,
8953426,5.3317509,54953.954513,0.40,-999,-999,-999,-999,-999,-999,-999,True,
9971475,5.3574082,54953.922163,0.23,-999,-999,-999,-999,-999,-999,-999,False,
6964043,5.3626595,55291.992805,0.35,-999,-999,-999,-999,-999,-999,-999,True,
8299947,5.3656000,54999.438436,0.25,-999,-999,-999,-999,-999,-999,-999,False,
5985314,5.3683401,54999.912407,0.92,-999,-999,-999,-999,-999,-999,-999,False,
8845221,5.4034624,54966.744423,0.39,-999,-999,-999,-999,-999,-999,-999,False,
6042116,5.4071576,54958.780702,0.27,-999,-999,-999,-999,-999,-999,-999,True,
8908102,5.4145819,54969.704621,0.20,-999,-999,-999,-999,-999,-999,-999,True,
12645761,5.4191379,54961.669259,0.36,-999,-999,-999,-999,-999,-999,-999,False,
9967884,5.4283503,54964.754043,0.09,-999,-999,-999,-999,-999,-999,-999,True,
6128027,5.4557662,54969.906496,0.13,-999,-999,-999,-999,-999,-999,-999,False,
8229048,5.4789525,54964.930001,0.20,-999,-999,-999,-999,-999,-999,-999,False,
3240706,5.4898651,54970.003288,0.20,-999,-999,-999,-999,-999,-999,-999,False,
7129465,5.4918221,54966.171090,0.23,-999,-999,-999,-999,-999,-999,-999,False,
8953059,5.4999401,54969.868726,0.30,-999,-999,-999,-999,-999,-999,-999,False,
2860594,5.4999446,54960.317741,0.52,-999,-999,-999,-999,-999,-999,-999,False,
9777090,5.5081360,55000.366852,0.18,-999,-999,-999,-999,-999,-999,-999,False,
5730394,5.5191777,55000.566806,0.39,-999,-999,-999,-999,-999,-999,-999,False,
4851464,5.5482571,55005.060765,0.34,-999,-999,-999,-999,-999,-999,-999,False,
6694186,5.5542237,54957.053147,0.24,-999,-999,-999,-999,-999,-999,-999,True,
8848288,5.5664205,55038.405878,0.55,-999,-999,-999,-999,-999,-999,-999,False,
3765771,5.5677174,54969.011606,0.16,-999,-999,-999,-999,-999,-999,-999,False,
5181455,5.5796309,54966.552696,0.14,-999,-999,-999,-999,-999,-999,-999,False,
7515679,5.5904435,54998.134601,-1.00,-999,-999,-999,-999,-999,-999,-999,False,
7511416,5.5908551,54998.051230,0.83,-999,-999,-999,-999,-999,-999,-999,False,
9266285,5.6138696,54965.572026,0.25,-999,-999,-999,-999,-999,-999,-999,False,
4445630,5.6279121,54968.881486,0.30,-999,-999,-999,-999,-999,-999,-999,False,
7376983,5.6449249,55189.737655,0.13,-999,-999,-999,-999,-999,-999,-999,True,
8937019,5.6636524,55000.865062,0.05,-999,-999,-999,-999,-999,-999,-999,False,
11858541,5.6743534,54968.754069,0.19,-999,-999,-999,-999,-999,-999,-999,False,
10679505,5.6751864,55000.289961,0.88,-999,-999,-999,-999,-999,-999,-999,False,
10490960,5.6824111,54966.636840,0.23,-999,-999,-999,-999,-999,-999,-999,False,
8264510,5.6867594,55003.229908,0.97,-999,-999,-999,-999,-999,-999,-999,True,
9936698,5.7121512,55000.668364,0.27,-999,-999,-999,-999,-999,-999,-999,False,
11724210,5.7460180,54965.041689,0.17,-999,-999,-999,-999,-999,-999,-999,False,
9468296,5.7488257,54965.278331,0.12,-999,-999,-999,-999,-999,-999,-999,False,
6449358,5.7767904,54955.073410,0.31,-999,-999,-999,-999,-999,-999,-999,True,
8381592,5.7841801,55006.693969,0.17,-999,-999,-999,-999,-999,-999,-999,False,
10555365,5.8018100,54999.585988,0.24,-999,-999,-999,-999,-999,-999,-999,False,
8488876,5.8018811,54958.377657,0.18,-999,-999,-999,-999,-999,-999,-999,True,
