count,mass_max,mass_min,normalization,rate,rate_density,rate_density_minus,rate_density_minus_uncert,rate_density_uncert,rate_minus,rate_minus_uncert,rate_uncert,semimajor_max,semimajor_min,volume
13,19.999999999999996,0.010000000000000004,0.0003659304163676724,0.9249122581466135,0.06791343036524562,0.0626893203371498,0.01738688914612162,0.01883579657496509,0.8537651613661047,0.23679185127002136,0.25652450554252315,9.000000000000002,1.5,13.61898895656334
