kicid,num_peaks,peak_id,accept_bic,accept_time,channel,skygroup,module,output,quarter,season,chunk,t0,s2n,bkg,depth,depth_ivar,transit_ror,transit_duration,transit_time,transit_depth,transit_impact,chunk_min_time,chunk_max_time,centroid_offset,centroid_offset_err,lnlike_gp,lnlike_outlier,lnlike_box1,lnlike_box2,lnlike_step,lnlike_transit,bic_gp,bic_outlier,bic_box1,bic_box2,bic_step,bic_transit,offset,accept_offset,accept_impact,accept
11913313,3,0,False,True,53,1,16,1,13,3,59,1192.1477694840412,12615.349534932308,15.46935371378173,0.2587017369118859,2397410360.5670056,3.961154920654912,0.7556605687701362,1192.3877764046765,1.0,0.4797978059684968,1187.9477694840386,1199.7178117597286,0.007447207896552088,0.004678925941020963,,,-655.8262918464566,,,-662.1058877840267,,,-674.4701161417231,,,-683.8570161285044,0.0,True,False,False
11913313,3,1,False,True,53,1,16,1,13,3,60,1226.067781849859,6584.048694521137,14.056555668741886,0.09969469768539208,4361562220.894229,0.5284368230945887,1.844706361460233,1225.954770809951,0.3463843740399077,0.0,1219.6615892596526,1232.4943023663145,0.09283551617290496,0.1124610201172752,,,1042.9056498117216,,,1029.7833316833971,,,1024.261825516455,,,1008.0322033389192,0.1751774865216369,True,True,False
11913313,3,2,False,True,53,1,16,1,13,3,59,1190.9477694840405,2362.886253521278,14.719276135536358,0.03094683378012524,6187198819.898197,2.542178947323505,1.1754953535757526,1191.6763751072674,1.0,0.3282544316412544,1187.9477694840386,1199.7178117597286,0.004697119960554107,0.0014494820269931284,,,-652.4557829702168,,,-662.2057101242601,,,-671.0996072654832,,,-683.9568384687377,0.0,True,False,False
11862833,2,0,False,True,81,1,24,1,2,0,4,193.62122970932145,226.27268228389732,8.42281930498591,0.011070023907142124,417822011.7905277,0.05622027738326663,0.7893997201215436,193.3760811031826,0.004133144020362467,0.0,188.2166983139832,199.02621828879643,0.0012748451890092676,0.002943422037935818,2997.039799004446,,2997.253599638537,,2794.982889181546,3005.3490967590983,2984.6105828076024,,2978.6097753432696,,2763.909848689435,2983.5979684146205,0.3071695696991675,True,True,False
11862833,2,1,False,False,1,1,2,1,4,2,15,401.5746272858086,168.3169706300518,5.898159763846984,0.016350084411564273,552863202.4000947,0.06974248260495516,1.2381537308776245,401.3677946163044,0.006358553658884159,0.0,400.82462728580873,411.5522925803016,0.0006129180266533983,0.01239935966875231,3035.454809623602,2275.417553028891,3035.870644347887,3054.073408452345,3040.868742041915,3046.3578544155516,3023.025593426758,2259.8810327828355,3017.2268200526196,3035.4295841570784,3009.7957015498055,3024.6067260710743,0.09577976174526774,True,True,False
11910687,1,0,False,False,30,2,10,2,7,1,25,689.8695489374367,94.47792305236963,3.622710393002708,0.010401469014831148,330013196.59730893,0.022023132934777548,1.8438623152003368,690.4938194072403,0.000634539094281461,0.0,679.3161638559686,690.2069117238061,0.0006702372212455897,0.00028164375630118746,,,3254.732031688509,,,3255.278906864697,,,3236.088207393243,,,3233.5277785202197,1.0555881198852657,False,True,False
11873617,1,0,False,True,11,15,4,3,15,1,70,1448.7083431143576,129.03665757675472,4.885177308525977,0.0020419205555310773,3993452578.9011545,0.014728315652113747,0.9874161023366542,1448.8073945350825,0.000258852098952822,0.4829282130063631,1443.2055136362176,1454.2188294805387,0.00011757539762096863,6.380178921346953e-05,,,3747.689247719596,,,3749.766589835727,,,3729.0454234243293,,,3728.0154614912494,0.4541008686351537,True,True,False
11961543,1,0,False,False,1,1,2,1,12,2,50,1122.8738750442515,61.895520678332126,2.4754752605863546,0.0047784208554352255,1210944914.360242,0.001114865262565901,0.9966053806879628,1122.1842393638844,1.6213231492923088e-06,0.09228691475638216,1122.2738750442513,1125.8497127990995,0.0007231275750962608,0.00023873639656983697,,,1123.7918209449374,,,1123.6184528489646,,,1108.6040358458563,,,1105.8993702333703,446.0100400024639,False,True,False
11854603,1,0,False,True,80,8,23,4,6,0,18,618.1181852472757,42.89721478356814,1.545221290597846,0.0018717154803019978,525265091.96021247,0.011825512850647507,2.1495156668379067,617.8651398893812,0.00018296442578558114,0.0,612.7654966250484,623.4725129890139,0.0005033808464222924,0.00016157534215992874,3385.8790659577144,,3382.503309863193,,3383.5332630696053,3386.3118107308983,3373.4498497608697,,3363.8594855679266,,3352.4602225774947,3364.5606823864205,2.7507464550763943,False,True,False
11820659,1,0,False,True,74,14,22,2,17,3,112,1576.0464093679475,214.14726922939926,7.782518746738045,0.003781461013997928,3208355908.172608,0.0008323621801285541,0.6226325849637158,1576.0684699118756,8.620122124991526e-07,0.3660039191048348,1570.5260112754984,1581.5604542777876,0.0001508422464879965,9.859226558257318e-05,,,3790.530275538196,,,3792.803061671808,,,3771.8864512429295,,,3771.0519333273305,174.9883751911301,False,True,False
12011193,2,0,False,True,81,1,24,1,6,0,20,592.9030800174257,40.17158392811004,1.3029318052025491,0.0022273046498870503,325465950.94956404,0.002965691873702578,0.6015991479784792,592.7760465137823,1.0944096653253688e-05,0.36568974006499855,586.9785992745093,598.2374981528483,0.00032997485096375727,0.0001275859445977951,3283.2223090066805,,3279.699322899404,,3286.876385746762,3283.118919041858,3270.7930928098353,,3261.055498604137,,3255.803345254651,3261.3677906973803,30.150614540579237,False,True,False
12011193,2,1,False,True,81,1,24,1,6,0,21,611.8182849858707,33.53346282020995,1.162444025977354,0.001761114127260743,362561601.9972618,0.01785116390513205,1.067645601484546,611.7663767441692,0.0003998378840763817,0.3353572388530117,606.4925982588393,617.138384190046,0.00017777009063702984,8.538330583049817e-05,3311.926563415507,,3307.5177350184217,,3307.970096042601,3313.982598428962,3299.4973472186625,,3288.873910723155,,3276.8970555504907,3292.231470084484,0.44442765054796884,True,True,False
11973915,1,0,True,False,71,15,20,3,10,0,39,970.5383334999087,197.69041009717992,3.3699733406380408,0.044256686893394966,193859467.6465221,0.07271895601776558,0.6,970.3984486926773,0.005964667258870016,0.5904804581063204,970.0883334999088,981.3676636244417,0.005219668872800607,0.0005156343554005382,2660.2889861379927,1907.6314268271915,2669.171286445708,2666.815332387735,2658.5955119994424,2679.439858165942,2647.8597699411484,1892.0949065811358,2650.527462150441,2648.171508092468,2627.522471507331,2657.6887298214638,0.869878412254604,False,True,False
2311187,1,0,False,False,83,83,24,3,12,2,52,1155.3756088263938,56.59789679932096,1.9496152953281256,0.01035042932423413,290702520.23334503,0.039753496923021166,0.7543536875158771,1155.334322060766,0.002067124922404018,0.0,1154.9256088263935,1160.5040773611036,0.0015550903307786036,0.0002996379512952499,1484.3829746075935,,1487.8390341692025,,1488.9983197692636,1490.8284379385132,1473.4050991552801,,1471.3722209907323,,1461.55363113848,1471.6171558969647,0.7507411613007241,False,True,False
12735497,1,0,True,False,56,4,16,4,13,3,56,1183.0576884794546,19.133336888237977,0.7313445579650064,0.013071182393317298,32646658.24329376,0.30198293535527865,1.128730859591375,1182.5176884794546,0.034025834458727644,1.0,1182.7576884794546,1185.2506343888815,0.011271784865697784,0.00024268388250600699,515.2784854452724,430.3962806118496,517.1452146045574,518.8590434958192,534.0376213489619,527.6747187562892,506.0285398187039,418.8338485786388,503.2702961647045,504.98412505596633,510.9127572825406,511.48731390979424,0.3199995871669304,True,False,False
12736731,1,0,False,True,84,4,24,4,14,0,67,1350.9980452100915,56.379951434851144,2.0371648983890025,0.0013458324228208226,1754960805.907648,0.00847216795711069,0.6418295672726188,1351.493707102206,8.733901513280351e-05,0.4337699641764024,1345.5144999659094,1356.4668314026712,6.933918339408244e-05,3.1580596967051454e-05,,,3677.2322013990447,,,3677.476818071109,,,3658.588377103778,,,3655.7256897266307,0.793839125305799,False,True,False
1867740,1,0,False,True,84,84,24,4,16,2,71,1493.9380662118958,74.63733012355479,2.9446208690292504,0.0027342922896830004,749055679.5365896,0.010402147211498474,1.0123796458232652,1493.9854856553482,0.00014076585859834623,0.12659041622360068,1488.6880662118926,1498.0260923006501,0.0002364491210584953,0.00021382762699531768,,,3089.025134679804,,,3089.599922947251,,,3070.7444253696685,,,3068.2724287520928,1.6794969991234237,False,True,False
12784578,1,0,False,False,84,4,24,4,2,0,3,181.01464985049142,204.48553020017818,5.974273497871206,0.008385062455103377,1881772910.4303856,0.014661602495197884,2.3998128571175803,181.39436936370188,0.0002812443471134074,0.0,170.15289671912615,181.49376448984552,0.0003681218767212722,0.00047542994403231486,,,3679.804861152143,,,3679.9085209619393,,,3661.1610368568763,,,3658.157392617461,1.3085359698838601,False,True,False
12647815,1,0,False,True,84,4,24,4,6,0,20,589.152954973168,102.60381152746376,4.041106806690121,0.004745771513079966,467426979.97474265,0.013245519309860098,0.6391480342893594,589.4179117666121,0.00022141925200269696,0.31236356715566393,583.7704054453205,594.5184985731612,0.0001355122767019775,1.457592860886159e-06,,,3378.3541058602077,,,3380.398188340925,,,3359.710281564941,,,3358.6470599964478,0.6118811731573492,False,True,False
12507326,1,0,False,True,84,4,24,4,14,0,66,1353.2480658714842,80.97068883167249,2.6078652699279044,0.0013983277244917893,3353032252.8815928,0.013756969795996374,1.3484767834169429,1353.0065916838969,0.00024761016070407044,0.0,1347.8439281713654,1358.6327686932855,0.00024542982541721616,9.725336952720559e-05,3826.208749145302,,3823.122809008936,,3828.1234280238336,3828.830911932652,3813.7795329484584,,3804.478984713669,,3797.050387531722,3807.079783588174,0.9909490539524108,False,True,False
12458985,1,0,False,False,32,4,10,4,7,1,27,719.086883736779,62.152442824679696,2.2079433266833317,0.005108816160633034,468318999.52189857,0.014848540000673044,1.4000028129237485,719.3087996996744,0.0002882171117597476,0.04894318046136,711.4368837367801,719.5487996996744,0.00016481045417777074,8.387856831943052e-05,,,2442.8534857715404,,,2443.180198385403,,,2425.1374002273765,,,2422.511431917212,0.5716626330015517,False,True,False
3218908,1,0,True,True,71,71,20,3,8,2,34,766.6153102783003,75.27886814167833,0.8306761590975974,0.004479750914030801,304705815.69373447,0.06247863282616214,0.8884426919608626,766.6742220905226,0.005103880191048349,0.0,763.7653102783006,777.3129476762407,0.00015680393400659367,0.00012116021001317119,3182.1706733144965,3182.4415379583684,3214.5701781035023,3236.764023076505,3185.9499473823744,3291.7833410816265,3169.7414571176528,3166.905017712313,3195.9263538082355,3218.120198781239,3154.876906890263,3270.032212737149,0.030565691135844526,True,True,True
3124511,1,0,False,False,83,83,24,3,12,2,53,1127.3955103300907,174.57867079483998,5.265670831407798,0.002455894432037857,26361179660.349045,0.02165824484134739,0.9215147036425242,1127.158798189696,0.0006136884162908363,0.0,1126.6455103300905,1138.1086881324302,0.001574486795097301,0.000348272979812766,3921.9400319208266,3687.8743150900377,3926.279095748613,3932.905346802471,3920.588287652936,3931.8860337043075,3909.5108157239824,3672.3377948439834,3907.6352714533473,3914.2615225072054,3889.5152471608253,3910.134905359829,2.5640382138870805,False,True,False
3230491,1,0,True,True,53,81,16,1,3,1,10,315.2756624392475,40.44373931691885,0.7381934535647773,0.0025791017020526928,245940856.86949745,0.16050694818089886,0.30745243002366873,315.330368330683,0.008970205797463437,0.995949519840008,309.73322622982965,320.8281113386183,0.0007982409635240307,1.856655872435371e-05,3097.843678698623,3100.375967275796,2998.248153998856,3132.926242634479,3197.895303396745,3293.854651301417,3085.4144625017793,3084.8394470297408,2979.604329703589,3114.282418339212,3166.8222629046345,3272.1035229569393,0.08818979136788073,True,False,False
3239945,2,0,True,True,83,83,24,3,16,2,74,1491.5381628522114,392.7623439332528,1.207220998465529,0.01587183285751339,660812956.7738035,0.12225136077631345,0.6720621778114373,1491.5190863673638,0.019502622906067857,0.0,1488.6881628522094,1498.026171288213,0.0009385035030641023,0.00011992201477957968,2465.2772547915592,2466.6025439384757,2466.570962872136,2473.8575683708245,1606.8926545707816,2746.738016019392,2453.2993319577795,2451.630140396251,2448.604078621467,2455.890684120155,1576.9478474863324,2725.776651060277,0.04718340848714853,True,True,True
3239945,2,1,True,True,83,83,24,3,4,2,18,420.35867322820894,390.82195038579766,0.9973786500885462,0.0150614555573581,673371477.6314558,0.120154790110897,0.6705611744653825,420.28670706083983,0.018841137140156228,0.0,414.575577997879,426.1616866994882,0.0012904655408865085,0.00010884222822828694,3146.667880875092,3146.6698828117555,3151.7592928917898,3179.3305645850373,3040.227363198238,3485.621989002945,3134.2386646782484,3131.1333625657007,3133.115468596523,3160.68674028977,3009.1543227061265,3463.870860658467,0.06720144825852699,True,True,True
2831091,1,0,False,False,15,71,6,3,6,0,25,567.7042571844837,256.7355487324194,8.816389504156009,0.0118166415355878,6526322043.094471,0.022771314944766585,0.6842848988921622,567.7462416250803,0.0006749104237925296,0.12005708049876505,567.4042571844839,578.1727567905764,6.206913496671274e-05,3.529346674757528e-05,,,3016.000386357867,,,3016.5043355504304,,,2997.356562062601,,,2994.753207205952,0.09190440934661775,True,True,False
3831297,1,0,False,False,72,72,20,4,12,2,49,1099.7284155010536,73.05622666471898,2.6607894946489696,0.0014938313086145614,33067089288.737232,0.009046632063968793,2.361003124885088,1099.336252877733,0.00010345165164227231,0.3058069093385668,1099.4284155010537,1111.0344886415623,0.0003898285544912676,0.00018011648886815702,,,3918.365575109424,,,3917.578483316369,,,3899.7217508141575,,,3895.827354971892,3.767829898272724,False,True,False
3429626,1,0,False,False,70,70,20,2,16,2,73,1527.043094274172,882.4019318607028,22.25485375791329,0.020722281600560763,7253001203.33033,0.3216082423905119,2.145404344668603,1526.4046440968314,0.10988720387175,0.6229949273869695,1526.1430942741715,1539.4457016867016,0.0015196161334046564,0.0007705662704375918,,,2059.779621250467,,,2057.7439513499926,,,2041.1357969551998,,,2035.9928230055152,0.012309256381890293,True,True,False
3445266,1,0,False,True,54,82,16,2,3,1,9,267.89551478621905,281.4451091070211,10.476359782943204,0.003852484202896328,5337243022.6621475,0.01630180639704774,1.2701057859667522,267.8695527749984,0.00032823304501461426,0.38982956903638794,261.553216165943,274.2215246314736,0.00020349566942185602,6.83551588090323e-05,3606.7888809639308,,3602.1576175268738,,3601.487458417953,3607.437015837212,3594.359664767087,,3583.513793231607,,3570.4144179258424,3585.6858874927343,0.6197696377876181,False,True,False
3355796,1,0,False,True,52,80,15,4,13,3,53,1232.067592755255,37.04858911751196,1.4541737425172998,0.002146258928729181,297974513.07321477,0.043476279384104866,0.7779547075547442,1231.9837524243014,0.0024722761603911407,0.0,1226.2822905425635,1237.848295611591,0.0003082266107484543,0.0002168541854696051,,,3335.3379922036265,,3399.9876490330125,3359.196545928379,,,3316.6941679083598,,3368.914608540903,3337.445417583901,0.12436498574579084,True,True,False
3543899,1,0,False,False,54,82,16,2,7,1,25,659.8427287306963,52.036351761192606,1.4819562478400654,0.003183895285678614,1068454718.0955241,0.05525804131496325,0.9228565021909282,659.9303030673253,0.0035545380336990955,0.5345605545730677,643.8449189978272,660.2114704933992,0.0033692441191864124,0.00016998700954714654,,,3586.626316083699,,3679.137805578545,3667.330011164724,,,3567.982491788432,,3648.064765086434,3645.5788828202467,0.9445019242982032,False,True,False
4144576,1,0,False,False,74,70,22,2,3,1,10,320.8254840381211,59.415232848289726,2.0437571496660265,0.003958527746640593,712824870.8283588,0.003136256444485681,0.6,321.7805459680525,1.2860651566803936e-05,0.04394955007881587,308.67058961380826,321.42054596805247,0.0,inf,,,3463.273886174026,,,3462.816150431736,,,3444.630061878759,,,3441.0650220872585,0.0,True,True,False
4346303,3,0,False,False,16,72,6,4,6,0,21,599.8189557909806,310.48708936328694,7.072335240083665,0.03513685108449,547815018.6390681,0.0010396273018157876,0.8787878112427512,599.4782832821129,1.4123832907664282e-06,0.0592653139597309,599.2189557909805,610.8862622539164,0.00021269068188939575,0.00021425315872632372,,,3168.027015077165,,,3167.2904252831977,,,3149.383190781898,,,3145.53929693872,150.5897038566736,False,True,False
4346303,3,1,False,False,16,72,6,4,6,0,20,567.7041261732418,218.52252211362216,7.487075426965608,0.03955608911566465,421939635.9135928,4.273345979351896e-05,0.6,567.4596833100331,2.3893155232102008e-09,0.0,567.4041261732417,579.1534366658161,0.0012334520140462096,0.0003448394712397614,,,3120.4728083528453,,,3117.920370522669,,,3101.8289840575785,,,3096.169242178191,516236.55357241415,False,True,False
4346303,3,2,False,False,16,72,6,4,14,0,65,1337.519380428709,189.87934745449718,7.1646418043036935,0.04701931397923954,225469339.53079665,0.00013197821011523808,1.024751344051824,1337.5793804287089,2.2789872322626078e-08,0.0,1337.219380428709,1349.3771323858819,0.00010338065797867608,0.00012160613352076685,,,3043.2953747927386,,,3043.287981930336,,,3024.651550497472,,,3021.5368535858584,4536.254269402222,False,True,False
4355816,1,0,False,True,28,68,9,4,1,3,0,147.7127342868079,49.83246265178296,1.8032653482187453,0.002282688667389014,476575085.48366934,0.0682467400201147,0.2554926984899205,147.45653573792632,0.0060889616864830964,0.0,142.11822809983278,153.31627481269243,0.0009696517199637608,4.2677164126517246e-05,,,3097.699585448332,,3324.713010376832,3162.484333731261,,,3079.0557611530653,,3293.6399698847204,3140.7332053867835,0.15827781441474578,True,True,False
4246911,2,0,False,False,69,69,20,1,8,2,30,781.6153794280677,61.18502078604732,2.2163660882447864,0.005522541975302281,388388888.6336488,0.018351313765242516,0.930031375656648,781.9465094097527,0.00041004113637943535,0.4318711436994333,771.530212605736,782.1967222745297,0.0004426409412160125,8.480452828512689e-05,,,3380.5640425576044,,,3381.4383640859614,,,3361.9202182623376,,,3359.6872357414836,1.0790611013526075,False,True,False
4246911,2,1,False,False,69,69,20,1,8,2,31,801.628458304693,58.896373690992576,1.5659740964858508,0.004776333245523103,392433350.07985663,0.017791471434142947,0.7619478098220362,801.9901044701339,0.0004141301566874533,0.0,791.4942297404486,802.3448022260637,0.00023819378453337358,3.935399578387187e-06,,,3330.016385592413,,,3331.814313306853,,,3311.3725612971452,,,3310.0631849623755,0.5749282863352421,False,True,False
4164721,4,0,False,False,5,77,3,1,2,0,0,181.01568946958332,211.73230080525252,6.895959554373247,0.008017421191235495,2206782271.440812,2.3689060563583946e-05,0.6119517914205272,181.28577249868093,7.342315644365273e-10,0.0,169.9087292682234,181.49490861683444,0.000171331571509827,0.00015503141014142042,3752.731179116509,,3723.8657847346894,,3752.7067159744897,3752.4568593993486,3740.301962919665,,3705.221960439424,,3721.6336754823787,3730.705731054871,233348.14203406696,False,True,False
4164721,4,1,False,False,33,77,11,1,11,1,36,1092.9596140711108,193.0289402245961,7.4183358889220115,0.006715450972499807,2132418901.7912247,5.3656698122325786e-05,0.6,1093.5382125471865,3.697231854005168e-09,0.22723302289192726,1082.7759481051617,1093.564451297323,0.00022862817635172623,2.7671484193620226e-05,3767.471982484723,,3737.150794444111,,3767.926551213221,3767.272378236703,3755.042766287879,,3718.506970148844,,3736.8535107211096,3745.5212498922247,61837.66248220669,False,True,False
4164721,4,2,False,False,77,77,23,1,16,2,60,1557.6428999739915,96.37773872881316,3.2776915344713453,0.0049131350967692704,1539203505.9286766,0.00038838001653878897,1.1105236175962574,1557.9281480861002,1.8662570067107254e-07,0.3845449320441568,1547.0877753542009,1557.9588019789735,0.00011122059677901609,8.413711157279371e-05,3620.631925413153,,3605.181227414747,,3613.7830134364667,3620.340597473075,3608.2027092163094,,3586.537403119481,,3582.709972944356,3598.5894691285976,595.955303168133,False,True,False
4280576,1,0,False,False,51,79,15,3,17,3,76,1587.4324493570543,83.91118896016663,2.941001760239897,0.002197913742499346,10333251464.77218,0.011836044695697276,0.6,1587.2114602842976,0.00018329046040854724,0.0,1586.8324493570544,1591.0011021009925,0.0004363769866552917,0.0001276264716149344,1583.3098597214025,,1582.8256442066238,,1584.5051451243921,1586.0307176829685,1572.7333256600134,,1566.96084311454,,1558.0638099709192,1567.5217830755378,2.3803584864373577,False,True,False
3936317,1,0,False,False,72,72,20,4,16,2,74,1557.1932122641458,34.70302292119294,1.3593679634082627,0.0036266299422947133,198499773.15073332,0.019025204109089568,2.0149978921860177,1557.453697054965,0.000473549800486972,0.004134243863156625,1546.7613058865172,1557.9593446686124,0.00019004594753207156,0.00019861926869131665,,,3156.5523625204673,,,3156.895486452719,,,3137.908538225201,,,3135.144358108241,0.40113194244025524,True,True,False
3967294,1,0,False,False,80,80,23,4,8,2,28,801.9281102852792,32.14253034853014,1.2372883065587674,0.002497583928551925,662490926.1851512,5.1179979321356484e-05,2.4,802.1205516010292,3.427185757409745e-09,0.0,791.6368420861181,802.3442995473814,0.00015772430031311022,9.334868674080364e-05,,,3484.7845747004826,,,3484.3603167132646,,,3466.1407504052167,,,3462.6091883687873,46021.520552701884,False,True,False
4149450,1,0,False,True,20,68,7,4,6,0,21,577.9041794376737,110.14388315565901,1.6964204363762792,0.002708016948443383,1654314623.4053695,0.07422812792304308,1.0641729291738098,577.8406033343542,0.004745534712723321,0.8522849267741639,572.0426393066009,583.7511006377317,0.0013172760808334886,0.00013747898134960226,,,3516.765367472742,,3612.09712453001,3547.0241952989995,,,3498.1215431774763,,3581.0240840378992,3525.2730669545217,0.2762649481734156,True,True,False
4049653,1,0,False,False,60,68,17,4,15,1,69,1418.7605964735455,71.36552366166664,2.8011296316901952,0.003541401220803025,5614502205.929338,0.01064911737712547,0.6,1418.4090812997467,0.0001483733649515484,0.0,1418.4605964735456,1429.412464923378,0.001061700971921179,0.00010617124407246486,3925.1169403835625,,3922.344829216156,,3931.4898763383862,3925.759268769663,3912.6877241867187,,3903.7010049208893,,3900.416835846275,3904.0081404251855,7.154541814981764,False,True,False
4378554,3,0,False,True,35,79,11,3,3,1,32,342.2960092827097,578.7759899289396,3.48466922972328,0.05396915356982837,115011454.86176778,0.1835462616940551,0.8267745515286602,342.84705476696337,0.0424709047184324,0.28783854932303193,334.8656693481753,349.4137549741863,0.044805519413507335,0.008017440050517315,1747.4304572074486,,1747.6138506640436,,1450.7885551476443,1753.8340997243206,1735.0012410106046,,1728.9700263687769,,1419.7155146555335,1732.0829713798432,1.0101642230620211,False,True,False
4378554,3,1,False,True,79,79,23,3,16,2,95,1547.0132861699014,569.9948092374176,10.42842340157507,0.050047422823120316,129711471.49822524,,1.2,1546.9433454899213,0.0,0.5,1538.9549192676568,1555.0570283079362,0.0,inf,,,1745.9317652175564,,,-11695.174255613072,,,1727.28794092229,,,-11716.925383957549,,False,False,False
4378554,3,2,False,True,51,79,15,3,13,3,87,1261.0494766109334,226.75446994734853,1.539182778944154,0.01869612084192437,147098656.03712052,0.03366639545896686,1.2048932974162088,1260.46081787509,0.0014826667762601884,0.0006654451027353519,1254.931558426295,1267.1718322711895,0.001133110307482429,0.0028510440271077037,,,2707.48626041922,,,2707.379811820327,,,2688.842436123953,,,2685.628683475849,0.7631049002996853,False,True,False
3956260,1,0,False,True,2,82,2,2,6,0,20,583.154194347216,53.264357939090566,1.7437311464875211,0.002936595292231519,328991892.98226434,0.013229396002888956,2.2517047427488768,583.1172003326969,0.00022898341123012145,0.0,577.7232456692583,588.5939177998371,0.00020313004150207133,9.273879829364928e-05,3246.446695974646,,3242.0377326590033,,3243.9383763440446,3246.8352221483515,3234.0174797778022,,3223.393908363736,,3212.8653358519337,3225.084093803873,0.8868918800766402,False,True,False
4076377,1,0,False,False,51,79,15,3,9,3,47,905.27649957806,38.72522903180344,1.5019445132966949,0.004614810497477888,181743246.9364129,0.016623545000048298,0.6245367549277325,905.6258886755493,0.0003466065637807158,0.3368024033947217,895.1985769306192,905.926662136786,0.0003219632363515681,0.00029440839158071107,,,3138.714203604916,,,3139.1499910473626,,,3120.070379309649,,,3117.3988627028853,0.9285791886623802,False,True,False
3936586,2,0,True,False,12,72,4,4,13,3,61,1216.4683333074574,143.80589148082225,3.295722549745882,0.0053333021282395065,3792825380.7195344,0.024746938967713388,0.9911728260412878,1216.2530234891976,0.0008011860432979301,0.0,1215.7183333074572,1226.5486555619282,0.0009677906183208736,0.00018006595868111535,3717.145266124592,2794.994477230352,3716.9301378966193,3722.453924417665,3715.1678431787923,3730.1783740665082,3704.716049927748,2779.4579569842967,3698.286313601353,3703.810100122398,3684.0948026866804,3708.4272457220295,1.2069796348474893,False,True,False
3936586,2,1,False,False,16,72,6,4,10,0,39,968.8540127772717,111.412958867322,4.289331752375453,0.0038179594585671063,3406189319.487809,0.008697596229677012,0.8505782886736417,969.0220462259152,9.89429259060648e-05,0.03076049180730292,958.4214554361606,969.2102373964008,3.863517062572912e-05,0.0001251052257583777,,,3732.5174672145454,,,3732.187014574329,,,3713.8736429192772,,,3710.435886229851,0.39044072726918005,True,True,False
3968466,1,0,False,False,80,80,23,4,8,2,27,760.1694361464212,41.20642533052011,1.2925634756497322,0.00207792056308854,852578932.9901838,0.0001747037463000239,1.6850548707695383,760.7693208540683,3.9877587343362115e-08,0.06312990120712482,753.1194361464222,761.0271456026239,0.0006063911223862321,0.000128228157490456,2495.357261651546,,2489.4865015037767,,2493.220690280995,2495.0604936647837,2483.6074001898423,,2471.861709311221,,2463.8460366267345,2474.498236106801,15206.31358621436,False,True,False
4055304,1,0,False,False,82,82,24,2,16,2,74,1557.6838283044972,102.49653443923565,3.0860403300775827,0.010690077540398735,479577188.276332,0.0186116117232836,1.6812957653526992,1558.3189327848588,0.00045318841176011926,0.0,1546.0048727198734,1557.958932784859,0.0004715932294862972,0.0001112786181931583,,,3323.844010944016,,,3323.919048802219,,,3305.200186648749,,,3302.1679204577413,1.0401402521941339,False,True,False
4040928,2,0,False,False,73,69,22,1,11,1,41,1003.1787854417515,88.13219541300484,3.1803156444384713,0.0017310203064168565,14285444967.084438,,0.7114285714285713,1003.5985590589804,0.0,0.5,1001.2287854417517,1003.5785590589804,0.0,inf,,,894.1152462571727,,,876.7226910093707,,,880.0967597537871,,,860.367790088754,,False,False,False
4040928,2,1,False,False,69,69,20,1,4,2,15,412.5238735006728,76.01789809316719,2.3210847046595604,0.001062854999652536,13202668664.971195,0.0010479393010497438,2.1486918304471025,413.4638198946682,1.0083474741851006e-06,0.8158574033971081,402.41771546498063,413.22728794658906,0.00018640492865953646,1.9883404192084244e-05,4119.6828730689995,,4110.951277476111,,4110.250348541062,4119.262882722373,4107.253656872154,,4092.3074531808443,,4079.1773080489506,4097.511754377896,184.8616131549703,False,True,False
3935682,1,0,False,True,72,72,20,4,8,2,31,798.1785180905969,47.23189776730832,1.8557095038728415,0.002142652204252083,487800883.27572805,0.021193911306269717,2.2480538573197957,797.9158683927797,0.0005866190849550534,0.07068147997235334,790.6360725679843,802.3244656216775,0.0004387588576214558,3.533472581275164e-05,,,3354.6941378447505,,,3356.8768168484944,,,3336.050313549484,,,3335.125688504016,0.7475063197704859,False,True,False
4754460,1,0,True,True,49,77,15,1,9,3,29,826.835922540007,39.95393186616985,1.3072590540221023,0.002230309270061635,320914152.64929694,0.060764082227137264,0.6818624629020873,826.8364988378097,0.002955106527388507,0.8894799839930061,821.3278062813623,832.3624051049992,0.0005117447250622522,0.00012239966706197833,3243.4045846797962,3243.559366187804,3244.7831606105988,3245.649132660073,3245.2208406068758,3313.8830177602617,3230.9753684829525,3228.0228459417485,3226.1393363153315,3227.005308364807,3214.1478001147643,3292.1318894157844,0.17266127638916887,True,True,True
4650270,1,0,False,False,59,67,17,3,7,1,24,659.6926103446959,49.52063799049088,1.7347829264293315,0.00345262072195142,650922585.5186275,0.012340611094555157,0.9506471096425864,659.9918182723757,0.0001935933434838999,0.2805039115629155,649.2594802813619,660.2318182723757,8.322376298137895e-05,4.818007173801395e-05,3477.5066321607337,,3471.89024635275,,3474.733043840661,3482.7866720608245,3465.077415963889,,3453.2464220574843,,3443.6600033485497,3461.0355437163466,0.42980636584628235,True,True,False
4741541,1,0,False,True,59,67,17,3,15,1,69,1451.7074750913282,141.04369322430978,5.100893384556168,0.004504100498620907,980598440.9215922,6.416861442760421e-05,0.6,1452.0190949387465,5.149413784266699e-09,0.3479403262204546,1446.412513399031,1456.9966815160587,0.00019121504129937815,5.3872066984539926e-05,,,3505.5811789578343,,,3506.6183650620837,,,3486.937354662568,,,3484.8672367176064,37133.36086895233,False,True,False
