##
## Kepler Eclipsing Binary Catalog
## Revision Date (Y/M/D): June 28, 2016, 4:08 p.m.
## Download Date (Y/M/D): 2016/06/29
##
## Query String: {&quot;sort&quot;:&quot;p&quot;,&quot;kics&quot;:[],&quot;campaign&quot;:[&quot;-2&quot;],&quot;etvlong&quot;:true,&quot;cols&quot;:[&quot;etv&quot;,&quot;glon&quot;,&quot;scdata&quot;,&quot;bjd0&quot;,&quot;morph&quot;,&quot;glat&quot;,&quot;kic&quot;,&quot;lcdata&quot;,&quot;keff&quot;,&quot;p&quot;,&quot;figs&quot;,&quot;bjd0err&quot;,&quot;perr&quot;,&quot;kmag&quot;],&quot;etvshort&quot;:true,&quot;incat1&quot;:true,&quot;incat0&quot;:true,&quot;kois&quot;:[]}
##
#KIC,period,period_err,bjd0,bjd0_err,morph,GLon,GLat,kmag,Teff,SC,ETV,
8747222,1.6674594,-1,55001.189680,-1,0.39,76.3605,14.5568,12.8820,4777.0000,False,short,
8145789,1.6706295,0.0000022,54964.956491,0.016225,0.42,73.6295,18.5559,15.3140,4829.0000,False,short,
9964748,1.6726404,-1,55015.069503,-1,-1.00,80.5329,10.5808,14.6750,5746.0000,False,short,
4177903,1.6735100,-1,55002.385340,-1,-1.00,73.4763,7.5287,13.0400,-1.0000,False,short,
4071600,1.6746345,0.0000022,54954.587439,0.095328,0.96,73.0240,8.1174,13.4930,-1.0000,False,short,
9097892,1.6747028,-1,54953.446008,-1,0.35,78.5245,11.1715,13.5930,6142.0000,False,short,
10735564,1.6749850,0.0000031,55278.014693,0.028231,0.53,80.4634,13.1911,14.5670,8035.0000,False,short,
3935803,1.6769720,-1,55002.020000,-1,-1.00,69.4741,15.0327,15.1240,4273.0000,False,short,
5801571,1.6771942,0.0000022,54965.312820,0.011656,0.35,74.6186,9.1776,14.7840,6037.0000,True,short,
5217845,1.6782764,-1,54954.016955,-1,0.98,75.5382,6.1695,9.4290,8813.0000,False,short,
8841616,1.6795854,0.0000022,54954.481133,0.045695,0.59,79.6625,8.4087,12.8330,-1.0000,False,short,
9307356,1.6800000,-1,55002.020000,-1,-1.00,80.8069,7.9301,14.7850,-1.0000,False,short,
5390913,1.6802187,-1,54965.750620,-1,0.97,75.5738,6.4067,12.0750,6103.0000,False,short,
9282687,1.6804361,0.0000828,55000.611063,0.032005,0.54,78.0801,12.8209,14.1100,6623.0000,False,short,
7211410,1.6819200,0.0000022,55002.512080,0.004384,-1.00,76.1945,9.9036,13.9140,5938.0000,False,short,
5036491,1.6819200,0.0000022,55002.500730,0.459684,-1.00,74.8915,6.7584,13.1160,5882.0000,False,short,
8326663,1.6819600,0.0000022,55001.951680,0.116237,-1.00,79.2635,7.5907,14.5860,5286.0000,False,short,
4828345,1.6833700,-1,55001.742460,-1,-1.00,71.7364,12.2693,12.7800,12605.0000,False,short,
9843435,1.6847087,0.0000828,54999.967074,0.047481,0.59,80.2143,10.7435,14.7790,7291.0000,False,short,
4743186,1.6856300,-1,55002.516960,-1,-1.00,72.0251,11.4654,14.5630,5492.0000,False,short,
12256344,1.6859353,-1,55008.216976,-1,-1.00,82.2647,16.3655,14.8550,5938.0000,False,short,
5718558,1.6860000,0.0000022,55002.555810,0.122380,-1.00,74.6941,8.6745,13.4300,4426.0000,False,short,
12265150,1.6860089,-1,55003.153225,-1,0.29,83.5935,13.5720,14.3910,5550.0000,False,short,
4760528,1.6862700,-1,55002.555100,-1,-1.00,73.7184,8.2421,13.4000,-1.0000,False,short,
5615743,1.6863000,0.0000022,55002.551880,0.068817,-1.00,72.8580,12.0587,14.0660,5833.0000,False,short,
9906590,1.6863376,0.0000022,54954.659859,0.020608,0.63,80.6250,10.2393,12.4290,6338.0000,False,short,
10287795,1.6882912,-1,54969.337425,-1,-1.00,80.9215,10.9479,14.9380,5595.0000,False,short,
11303815,1.6885974,-1,54992.423608,-1,-1.00,81.8713,12.7736,15.2720,5215.0000,False,short,
8868324,1.6888000,-1,55002.020000,-1,-1.00,75.0636,17.9413,13.3340,5887.0000,False,short,
5876334,1.6891000,0.0000022,55002.609270,0.064178,-1.00,73.6357,11.3085,12.5750,5413.0000,False,short,
4743188,1.6891100,0.0000022,55002.571210,0.344191,-1.00,72.0074,11.4563,14.4590,5868.0000,False,short,
9757929,1.6894400,-1,55002.020000,-1,-1.00,76.7034,17.8548,14.0100,4941.0000,False,short,
8807943,1.6894400,-1,55002.020000,-1,-1.00,75.7480,16.0670,12.9560,6162.0000,False,short,
9077348,1.6894400,-1,55002.020000,-1,-1.00,75.9928,16.5884,14.0830,6011.0000,False,short,
9573881,1.6894400,0.0000022,55002.020000,0.006303,-1.00,76.3077,18.1305,11.7490,-1.0000,False,short,
9006506,1.6894400,0.0000022,55002.020000,0.033331,-1.00,75.6191,17.2808,12.5480,6176.0000,False,short,
9204103,1.6894400,0.0000022,55002.020000,0.035350,-1.00,75.7159,17.8358,15.3520,4285.0000,False,short,
3661244,1.6896400,-1,55003.124300,-1,-1.00,72.6999,7.8241,14.2820,5598.0000,False,short,
11758356,1.6897860,-1,55002.020000,-1,-1.00,81.0100,16.6342,15.7530,4207.0000,False,short,
3861079,1.6899100,0.0000022,55002.020000,0.007502,-1.00,72.5041,8.6529,14.0540,4817.0000,False,short,
8120380,1.6900000,-1,55002.020000,-1,-1.00,78.5177,8.2193,15.0820,5735.0000,False,short,
8254695,1.6900000,-1,55002.020000,-1,-1.00,78.6172,8.4789,13.4480,8116.0000,False,short,
7697137,1.6900000,-1,55002.020000,-1,-1.00,77.2129,9.3169,14.7030,5459.0000,False,short,
8783290,1.6900000,0.0000022,55002.020000,0.117110,-1.00,80.2865,7.2704,13.7700,4984.0000,False,short,
6535417,1.6900000,-1,55002.020000,-1,-1.00,75.6634,9.1346,14.7480,5044.0000,False,short,
8774246,1.6900000,-1,55002.020000,-1,-1.00,79.3256,8.7379,15.5290,3593.0000,False,short,
9237792,1.6900000,0.0000022,55002.020000,0.356943,-1.00,79.8948,9.1691,13.3380,5622.0000,False,short,
9902829,1.6900000,-1,55002.020000,-1,-1.00,80.2264,10.9131,12.5830,5944.0000,False,short,
5305125,1.6900000,0.0000022,55002.020000,0.012745,-1.00,75.5747,6.2690,14.0450,6370.0000,False,short,
10544677,1.6900000,-1,55002.020000,-1,-1.00,80.8180,11.8819,14.6890,6075.0000,False,short,
3355492,1.6900000,-1,55002.020000,-1,-1.00,72.1985,8.0635,14.6800,4596.0000,False,short,
10744779,1.6900000,0.0000022,55002.020000,0.002866,-1.00,81.5143,11.3380,13.3390,6051.0000,False,short,
10687239,1.6900000,-1,55002.020000,-1,-1.00,82.2431,9.8847,12.2980,6062.0000,False,short,
9303033,1.6900000,-1,55002.020000,-1,-1.00,80.3219,8.7277,13.2990,6714.0000,False,short,
7220647,1.6900000,-1,55002.020000,-1,-1.00,76.8859,8.4790,12.4080,5945.0000,False,short,
9534045,1.6900000,0.0000022,55002.020000,0.000544,-1.00,79.2141,11.5760,14.9110,6050.0000,False,short,
10480802,1.6900000,-1,55002.020000,-1,-1.00,80.8539,11.7425,13.9440,5454.0000,False,short,
10274413,1.6900000,-1,55002.020000,-1,-1.00,79.3947,13.8665,13.3900,5935.0000,False,short,
7045356,1.6900000,0.0000022,55002.020000,0.097501,-1.00,76.0154,9.6948,15.0460,5898.0000,False,short,
8584610,1.6900000,0.0000022,55002.020000,0.001905,-1.00,79.3899,8.0100,10.4190,5663.0000,True,short,
8980349,1.6900000,-1,55002.020000,-1,-1.00,80.0779,8.1510,12.2080,-1.0000,False,short,
10487202,1.6900000,-1,55002.020000,-1,-1.00,81.4215,10.5659,13.9580,5905.0000,False,short,
10274776,1.6904200,-1,55002.621090,-1,-1.00,79.4125,13.7649,13.2540,6380.0000,False,short,
9904679,1.6919600,-1,55002.020000,-1,-1.00,80.3906,10.5388,13.9560,5691.0000,False,short,
12356300,1.6927340,-1,55002.020000,-1,-1.00,82.6487,16.0043,12.9720,5331.0000,False,short,
5105075,1.6929000,0.0000022,55002.615960,0.041096,-1.00,73.3300,9.7581,12.8610,5583.0000,False,short,
9720138,1.6933300,0.0000023,55002.020000,0.000220,-1.00,79.6860,11.1787,13.9940,5550.0000,False,short,
12207432,1.6934064,-1,55008.600107,-1,-1.00,82.2931,16.0189,15.3880,3863.0000,False,short,
3764428,1.6980190,-1,55002.020000,-1,-1.00,72.9349,7.5959,14.5950,6468.0000,False,short,
4832254,1.6990000,0.0000023,55002.715910,0.019909,-1.00,72.1366,11.4812,14.6850,5671.0000,False,short,
3129539,1.7018361,-1,54964.887674,-1,0.95,71.8999,8.2143,13.9800,5383.0000,False,short,
3241619,1.7033444,0.0000022,54955.247951,0.019477,0.44,71.5268,9.1483,12.5240,5165.0000,True,short,
8771290,1.7037200,0.0003296,55002.020000,0.105645,-1.00,79.0531,9.1923,11.9500,-1.0000,False,short,
9752189,1.7102800,-1,55001.647268,-1,-1.00,75.9007,20.1292,13.8850,4913.0000,False,short,
11568428,1.7106289,0.0000023,54999.438319,-1,-1.00,82.6768,12.3546,13.2120,6828.0000,False,short,
9711751,1.7115003,0.0000023,54965.356420,0.022928,0.49,78.6690,13.1865,13.7880,6429.0000,False,short,
4365442,1.7144132,0.0000023,54999.136949,0.023053,0.52,71.9867,10.6102,13.2970,6077.0000,False,short,
6033873,1.7158500,-1,55002.635000,-1,-1.00,72.8671,13.2869,15.3320,5459.0000,False,short,
7841640,1.7164778,-1,55002.853540,-1,0.79,77.8232,8.6083,12.4870,6665.0000,False,short,
11616200,1.7186490,0.0000023,54954.898446,0.025278,0.49,82.2926,13.3362,13.5100,5836.0000,False,short,
10357831,1.7215000,-1,-1,-1,-1.00,81.4389,10.2502,16.4590,4360.0000,False,short,
5564247,1.7272560,-1,55288.362270,-1,-1.00,75.8979,6.2236,15.9350,5199.0000,False,short,
7885570,1.7293366,0.0000023,54955.158437,0.039080,0.58,75.3160,13.5927,11.6790,5398.0000,True,short,
6058614,1.7310801,0.0000024,55004.131839,0.011356,0.27,75.3409,8.3732,15.5050,5735.0000,False,short,
4356766,1.7318043,-1,55185.826655,-1,0.55,71.1339,12.2925,15.4490,5529.0000,False,short,
7798259,1.7342219,0.0000023,54965.832558,0.015064,0.36,72.5632,20.0430,15.7260,4619.0000,False,short,
7748113,1.7346626,0.0000023,54954.144474,0.102058,0.82,75.1568,13.4097,13.0600,8948.0000,False,short,
8509469,1.7364090,-1,54965.138413,-1,0.80,78.3555,9.6491,12.8710,6456.0000,False,short,
10848459,1.7369522,0.0000023,54965.093801,0.015988,0.36,78.5209,18.2244,15.5970,5555.0000,False,short,
5899544,1.7394266,-1,55187.891641,-1,0.37,75.7555,7.2891,15.9290,5214.0000,False,short,
6670812,1.7418136,0.0000024,55001.461730,0.091269,0.99,72.1617,16.7673,7.2430,-1.0000,True,short,
9288786,1.7441023,0.0000024,54965.763573,0.012726,0.30,78.8536,11.3718,15.7020,4197.0000,False,short,
4380283,1.7447194,0.0000024,54965.902751,0.022518,0.49,73.3484,8.1471,14.7420,5924.0000,False,short,
11564013,1.7505355,0.0000030,55002.694501,0.046482,0.45,82.0920,13.4232,15.2070,5580.0000,False,short,
6891543,1.7525651,-1,54967.475576,-1,0.55,77.2171,7.2893,14.4490,5524.0000,False,short,
4902030,1.7576060,0.0000025,54965.266622,0.016349,0.39,69.9602,16.5292,15.9290,4235.0000,False,short,
4386499,1.7595300,0.0000024,55002.495090,0.159507,-1.00,73.7989,7.3430,13.1740,8009.0000,False,short,
9111849,1.7596300,0.0000024,55002.020000,0.179647,-1.00,79.8780,8.8672,13.0890,6349.0000,False,short,
5736537,1.7615295,0.0000060,54965.954593,-1,-1.00,76.1166,6.2241,13.6540,7395.0000,False,short,
9941662,1.7635998,0.0000027,54967.685013,-1,0.49,77.5059,16.8068,9.9580,8848.0000,True,short,
10274218,1.7641118,0.0000024,55003.411999,0.112330,0.95,79.3579,13.9061,10.3210,-1.0000,False,short,
8035497,1.7658500,-1,55002.020000,-1,-1.00,76.8620,10.9826,11.6590,6349.0000,False,short,
8916408,1.7675066,-1,54992.283035,-1,-1.00,80.4665,7.1791,11.4650,-1.0000,False,short,
9426970,1.7711335,0.0000024,54999.421800,0.089045,0.97,80.5548,8.6094,13.2270,6577.0000,False,short,
7968880,1.7739190,0.0000024,54965.165152,0.092968,0.93,77.0056,10.4701,13.9760,6573.0000,False,short,
12601939,1.7747190,-1,55002.020000,-1,-1.00,82.9630,16.6842,15.8960,4141.0000,False,short,
4850874,1.7759010,0.0000024,54953.774436,0.097071,0.94,73.8895,8.0502,12.2280,6931.0000,False,short,
3846515,1.7760869,0.0000032,55003.880497,-1,0.54,71.0472,11.3277,12.8070,6079.0000,False,short,
11858748,1.7809790,-1,55010.825950,-1,-1.00,81.1731,16.9518,15.5160,5528.0000,False,short,
11858741,1.7809982,-1,55000.132742,-1,0.43,81.1749,16.9546,16.4850,-1.0000,False,short,
6148271,1.7852901,0.0001259,54966.114761,0.040979,0.57,76.1845,7.1878,14.0260,6284.0000,False,short,
8112013,1.7905182,0.0000024,54955.194701,0.022895,0.47,77.7807,9.4916,12.4500,6350.0000,True,short,
9110346,1.7905531,0.0000028,55002.219003,0.018133,0.44,79.6821,9.0865,16.3970,5054.0000,False,short,
9110357,1.7905651,0.0006381,54953.872472,-1,0.44,79.6849,9.0862,13.5740,7827.0000,True,short,
6209798,1.7935590,-1,55001.652769,-1,-1.00,74.5252,10.4643,13.0640,6054.0000,False,short,
8039225,1.7941273,0.0000024,54955.658364,0.098552,0.95,77.2665,10.2291,13.1910,6426.0000,False,short,
8892722,1.7943780,0.0000024,55002.034029,0.095779,0.89,78.0718,11.4179,12.6250,-1.0000,False,short,
5479973,1.7952732,0.0000025,54964.869626,0.043667,0.58,75.9644,6.0520,14.8890,6169.0000,False,short,
1160891,1.7974000,0.0000024,55002.544150,0.117544,-1.00,69.3500,9.9847,13.2100,5929.0000,False,short,
8411947,1.7976748,0.0000025,54966.032880,0.020634,0.47,74.0513,18.5995,15.3000,5086.0000,False,short,
8231370,1.7980950,-1,55002.020000,-1,-1.00,76.1099,13.0624,12.4450,7120.0000,False,short,
10581918,1.8018631,0.0000026,55139.362915,0.033856,0.54,77.4451,19.6273,12.7960,7252.0000,True,short,
5962716,1.8046081,0.0000025,54965.389949,0.023752,0.47,73.9416,10.7870,13.8770,6035.0000,False,short,
9101279,1.8114606,0.0000025,54965.932213,0.047264,0.58,78.9116,10.5435,13.9470,8372.0000,True,short,
9285587,1.8119482,0.0000025,54999.546019,0.097543,0.93,78.4558,12.0866,12.9250,8008.0000,False,short,
5397166,1.8122180,0.0000025,55001.490000,0.000471,-1.00,76.0404,5.6730,13.4930,5668.0000,False,short,
9716456,1.8132862,0.0000025,54953.739651,0.097083,0.92,79.2411,11.9930,11.9800,8035.0000,False,short,
6363494,1.8156334,0.0000514,55003.946981,0.021755,0.48,74.1044,11.6804,14.4200,9727.0000,False,short,
9895709,1.8189296,0.0000025,55066.158725,0.010748,0.36,79.3671,12.4371,15.1340,5908.0000,False,short,
6441100,1.8191000,-1,55002.270510,-1,-1.00,74.0288,12.0059,11.7070,-1.0000,False,short,
5023956,1.8246390,-1,54980.483070,-1,-1.00,73.9192,8.5218,14.6050,6128.0000,True,short,
11560273,1.8289700,-1,55001.915110,-1,-1.00,81.5381,14.4892,8.0360,8996.0000,False,short,
9934388,1.8326960,-1,55029.014050,-1,-1.00,76.4223,19.5610,15.5720,5578.0000,False,short,
4681152,1.8359219,0.0000025,54954.060778,0.037518,0.55,74.5791,6.5955,13.1340,-1.0000,False,short,
8802001,1.8377800,-1,55002.020000,-1,-1.00,74.9185,18.1931,13.7820,5815.0000,False,short,
2309587,1.8385106,0.0000025,54965.101351,0.020303,0.44,70.8243,8.9608,13.9250,5560.0000,False,short,
2309585,1.8385165,-1,55185.720091,-1,0.44,70.8213,8.9596,15.3730,5524.0000,False,short,
11186837,1.8409900,-1,55001.346950,-1,-1.00,80.1509,15.7718,13.7240,5743.0000,False,short,
2450566,1.8445871,0.0000025,55001.553286,0.099698,0.98,70.9677,8.9128,11.7200,6380.0000,False,short,
4864734,1.8456310,0.0000033,55180.751733,-1,0.38,75.0804,6.1399,13.8090,5715.0000,False,short,
6956014,1.8511821,0.0000025,54954.559115,0.015991,0.40,75.5592,10.4091,10.7950,-1.0000,False,short,
5964985,1.8512225,-1,54955.090561,-1,0.92,74.2017,10.3559,13.4730,6839.0000,False,short,
12367464,1.8532087,0.0000025,54954.129939,0.012147,0.28,84.2055,12.9656,13.0850,-1.0000,False,short,
9637265,1.8554529,0.0000026,55002.700185,0.093712,0.88,76.6812,17.3991,13.9300,7424.0000,False,short,
8355190,1.8624919,-1,54955.116249,-1,0.76,75.2514,15.4808,13.1150,6923.0000,False,short,
5783368,1.8638734,0.0000466,54999.466516,0.174003,0.81,72.6847,12.8495,14.8060,7910.0000,False,short,
5307858,1.8672891,-1,54974.442208,-1,0.58,75.7477,5.8938,15.6000,5872.0000,False,short,
10342041,1.8674929,0.0000026,54965.453736,0.041231,0.60,79.7666,13.4161,14.6580,5084.0000,False,short,
10341913,1.8674985,0.0000026,54967.313786,0.034911,0.60,79.7180,13.4362,13.0790,5949.0000,False,short,
9237533,1.8686559,0.0000026,55004.717963,0.099025,0.95,79.8890,9.2245,13.8230,6222.0000,False,short,
9944208,1.8698500,0.0000055,55001.249900,0.193457,-1.00,77.8871,15.8314,14.1940,7039.0000,False,short,
4557777,1.8719000,-1,55002.570160,-1,-1.00,71.7671,11.5125,11.6160,6758.0000,False,short,
10514770,1.8724203,0.0000026,54965.493405,0.011542,0.26,77.0481,20.5794,15.2900,5137.0000,False,short,
6128141,1.8726245,0.0000026,54965.726351,0.012189,0.30,74.3471,10.4466,14.3370,5775.0000,False,short,
3338674,1.8733798,-1,55002.262305,-1,0.60,70.6484,11.0099,12.7080,4711.0000,True,short,
3338660,1.8733805,0.0000057,55002.252623,0.056241,0.60,70.6478,11.0122,14.8070,5722.0000,False,short,
8415109,1.8785700,0.0000026,55002.073960,0.192537,-1.00,74.5640,17.4583,11.0850,9510.0000,False,short,
10528873,1.8786230,-1,55002.020000,-1,-1.00,78.9502,15.6998,13.1640,7803.0000,False,short,
4678873,1.8788773,-1,54966.074026,-1,0.55,74.4035,6.8780,12.7250,7496.0000,False,short,
4678875,1.8788817,0.0000026,55001.768443,-1,0.55,74.4048,6.8785,13.2440,6259.0000,False,short,
9637299,1.8824412,0.0000026,54965.738270,0.021286,0.44,76.6974,17.3945,13.6800,6061.0000,True,short,
9593528,1.8866281,0.0001368,54965.365560,0.008889,0.73,78.9469,12.1112,15.2100,6059.0000,False,short,
9912977,1.8878745,0.0000026,54966.709125,0.040946,0.60,81.1969,9.0800,13.7260,-1.0000,False,short,
5561905,1.8897325,-1,54964.915259,-1,0.99,75.7852,6.5441,13.9010,6622.0000,False,short,
6067707,1.8905854,-1,55002.720143,-1,0.87,76.1965,7.0075,11.1710,8561.0000,False,short,
2708156,1.8912721,0.0000026,54954.335595,0.046299,0.57,70.1327,10.9292,10.6720,11061.0000,True,short,
5296276,1.8920026,0.0000026,54999.250265,0.105639,0.94,74.9315,7.4218,13.7850,5711.0000,False,short,
4832197,1.8954655,0.0000026,54954.965798,0.011438,0.31,72.1071,11.4814,11.5100,6039.0000,False,short,
10358291,1.9002700,0.0000026,55002.556930,0.396715,-1.00,81.4333,10.1568,10.2860,-1.0000,False,short,
8099615,1.9007172,0.0000029,55007.678943,0.117140,0.96,76.3812,12.0315,14.8090,4027.0000,False,short,
11819135,1.9016380,0.0001368,55000.065397,0.026267,0.57,82.5920,13.5636,15.0640,6705.0000,False,short,
12470954,1.9022098,0.0000027,54965.404402,0.019111,0.39,84.3821,13.0600,14.3130,5267.0000,False,short,
10351735,1.9042038,-1,54955.976042,-1,0.89,80.7844,11.2834,11.6840,7140.0000,False,short,
5264818,1.9050502,0.0000026,54955.233438,0.424610,0.93,71.8984,13.1686,8.8630,9212.0000,False,short,
5966660,1.9066280,-1,55003.063390,-1,0.44,74.3513,10.0070,13.4290,6370.0000,False,short,
7269493,1.9078056,0.0000026,54964.636147,0.016464,0.34,73.7890,14.8489,12.8520,5331.0000,False,short,
5196301,1.9104098,0.0000027,54955.143163,0.106548,0.94,73.7751,9.1723,13.0020,4546.0000,False,short,
3757951,1.9121250,-1,55002.020000,-1,-1.00,72.4197,8.6056,14.9570,5217.0000,False,short,
8330575,1.9141584,0.0000027,54964.773530,0.024261,0.51,79.6395,6.8527,13.4840,6071.0000,False,short,
8330548,1.9141737,-1,55002.097154,-1,-1.00,79.6393,6.8561,14.4460,6065.0000,True,short,
4840263,1.9156478,0.0000027,54966.371846,0.023087,0.48,72.9899,9.8723,13.9880,5725.0000,False,short,
3561656,1.9184400,-1,55001.251470,-1,-1.00,72.7333,7.6230,11.6650,9512.0000,False,short,
5217688,1.9244396,-1,54965.692535,-1,-1.00,75.4715,6.1616,13.9210,4584.0000,False,short,
6863839,1.9263333,-1,54966.701400,-1,0.45,74.7622,11.6495,14.6180,5810.0000,False,short,
10735988,1.9271744,0.0000027,54965.572416,0.018113,0.37,80.5173,13.0934,15.7060,5016.0000,False,short,
7967100,1.9272951,0.0000027,54965.366145,0.014948,0.49,76.7739,10.8241,13.9430,5806.0000,False,short,
5821050,1.9333686,0.0000027,54953.930478,0.109535,0.97,76.1978,6.3930,12.1420,6764.0000,False,short,
3336072,1.9368600,-1,55001.422810,-1,-1.00,70.3797,11.4977,15.1490,5940.0000,False,short,
4066245,1.9407000,0.0000027,55001.985060,0.223736,-1.00,72.5154,8.9632,15.5070,4320.0000,False,short,
3852505,1.9411920,-1,54965.205736,-1,-1.00,71.7063,10.1636,12.2340,-1.0000,False,short,
11967004,1.9416358,0.0000027,54966.109021,0.015826,0.34,82.6178,14.1290,13.8980,6279.0000,False,short,
7842610,1.9438654,0.0000028,54964.909680,0.013799,0.38,77.9022,8.4494,15.2890,5375.0000,False,short,
3530668,1.9462005,0.0000029,55004.235182,0.027950,0.48,69.6813,13.5362,13.9930,-1.0000,False,short,
10096864,1.9467018,0.0000562,55002.264929,0.106774,0.89,81.4072,9.4792,15.9290,5352.0000,False,short,
7051180,1.9510742,-1,55002.246739,-1,-1.00,76.5044,8.8353,13.1430,5128.0000,True,short,
12353720,1.9533100,0.0000027,54954.414260,0.012287,0.29,82.2963,16.8414,13.0770,6152.0000,False,short,
7549265,1.9624315,0.0000028,55113.972610,0.102891,0.89,77.3189,8.6096,13.8050,5810.0000,False,short,
7090654,1.9633900,0.0000028,54998.474250,0.056444,-1.00,71.7173,19.3342,9.9450,5967.0000,True,short,
6342263,1.9656000,-1,55001.695920,-1,-1.00,71.3571,17.6884,15.6560,4307.0000,False,short,
3735597,1.9663556,0.0000028,54954.425217,0.077638,0.67,70.1789,12.9550,12.2400,6556.0000,False,short,
10128033,1.9712100,-1,55001.234770,-1,-1.00,77.5320,17.4488,12.4290,7061.0000,False,short,
2969638,1.9736099,0.0000028,54964.936488,-1,0.90,68.8066,14.2840,13.9540,5608.0000,False,short,
8430210,1.9754592,0.0000028,54966.008067,0.099920,0.93,76.6040,12.8860,12.4460,8636.0000,False,short,
2014991,1.9797630,-1,55103.289023,-1,0.95,70.0988,9.7973,12.3960,6194.0000,True,short,
7985733,1.9838941,0.0000028,55009.294212,-1,0.81,78.5636,7.6270,12.1220,-1.0000,False,short,
4454906,1.9847600,-1,55002.539730,-1,-1.00,71.0837,12.6482,12.7520,6514.0000,False,short,
8019043,1.9855864,0.0000028,54954.018799,0.016237,0.34,74.9519,14.9271,11.4270,6396.0000,True,short,
6863161,1.9866388,0.0000580,55004.056778,0.027806,0.55,74.6735,11.7727,14.7260,9011.0000,False,short,
8282730,1.9884600,0.0000028,55002.020000,0.114929,-1.00,74.1616,17.6745,13.7930,6589.0000,False,short,
8044889,1.9891100,-1,55002.020000,-1,-1.00,77.7867,9.1414,12.6270,7653.0000,False,short,
6863229,1.9949205,0.0000028,54954.485937,0.052384,0.61,74.6993,11.7711,12.1340,6465.0000,False,short,
10976930,1.9993640,-1,55002.020000,-1,-1.00,80.5111,14.0252,11.2840,5934.0000,True,short,
1578131,2.0002840,-1,55001.393161,-1,-1.00,70.1856,9.1003,12.5110,4722.0000,False,short,
7552344,2.0014812,0.0000029,54964.948438,0.009629,0.27,77.5806,8.2021,15.4190,5274.0000,False,short,
4824282,2.0020000,-1,-1,-1,-1.00,71.3379,13.2051,15.4210,6751.0000,False,short,
10227501,2.0027866,-1,54964.782569,-1,0.43,81.3561,9.9406,14.6060,5169.0000,False,short,
4670267,2.0060984,0.0000029,54966.375624,0.045929,0.60,73.7602,8.0211,15.0970,5518.0000,False,short,
10090257,2.0120908,-1,55009.951577,-1,-1.00,80.7317,10.5511,15.5460,4414.0000,False,short,
9207508,2.0151524,0.0000029,54965.111536,0.046005,0.57,76.2716,16.6091,13.7050,6718.0000,False,short,
12216278,2.0194952,-1,54984.084579,-1,0.55,83.6483,13.2930,15.4150,5637.0000,False,short,
5818165,2.0227494,-1,54964.899232,-1,-1.00,75.9586,6.7435,13.8090,5859.0000,False,short,
11909375,2.0231138,0.0000029,55014.222291,0.200959,-1.00,81.3175,16.8593,13.2420,7110.0000,False,short,
10068030,2.0231187,0.0000029,54965.074007,0.011601,0.25,78.1662,15.6820,14.9770,5379.0000,False,short,
5306862,2.0256383,0.0000029,54954.692842,0.039337,0.56,75.6951,6.0394,12.7770,6088.0000,True,short,
9030817,2.0262233,0.0000029,54966.356406,0.497911,0.88,78.4425,11.1568,13.8100,6266.0000,False,short,
7830321,2.0273963,0.0000029,54966.710252,0.011249,0.43,76.6353,10.6104,15.4760,5347.0000,False,short,
11968439,2.0294520,0.0000029,55002.020000,0.086797,-1.00,82.8141,13.7590,11.8030,6960.0000,False,short,
4160006,2.0367277,0.0000529,55001.336569,-1,0.59,71.9882,10.1836,14.2990,5920.0000,False,short,
10480921,2.0373188,-1,54966.601291,-1,0.55,80.8395,11.7061,14.1870,6007.0000,False,short,
8380743,2.0377195,0.0001079,55000.734331,0.038723,0.57,78.2430,9.4584,14.0390,5967.0000,False,short,
10062987,2.0434800,-1,55001.527910,-1,-1.00,77.5310,17.3372,15.4620,4944.0000,False,short,
10291683,2.0437432,0.0000029,54954.270446,0.117615,0.91,81.2927,10.3083,9.9230,8359.0000,True,short,
10619109,2.0451826,0.0000029,54955.136772,0.040497,0.55,81.8159,10.2553,11.7040,7028.0000,True,short,
8127648,2.0469445,0.0000089,54999.496876,0.015118,0.38,79.1728,7.0427,17.5060,-1.0000,False,short,
7970629,2.0510691,0.0000030,54966.523747,0.021798,0.47,77.2071,10.1311,14.5410,6040.0000,False,short,
10857519,2.0533343,0.0000029,55000.370133,0.023291,0.45,79.6852,15.3960,12.2170,6145.0000,True,short,
11254382,2.0538850,-1,54964.694896,-1,-1.00,82.1888,12.0039,15.2690,5639.0000,False,short,
8647972,2.0541672,-1,54966.304968,-1,0.98,79.3562,8.3382,13.9790,6494.0000,False,short,
7732791,2.0641347,0.0000058,55004.057640,0.013702,0.34,72.9523,18.4730,16.1770,4197.0000,True,short,
4245449,2.0645100,-1,55002.401000,-1,-1.00,70.1098,14.4119,12.5450,5761.0000,False,short,
8121067,2.0648991,-1,54965.874569,-1,0.55,78.5659,8.1114,14.5970,5503.0000,False,short,
9788113,2.0680581,0.0000030,55019.675488,0.105204,0.99,80.6178,9.8052,11.7020,-1.0000,False,short,
9479460,2.0738834,0.0001106,55000.844058,0.036664,0.53,79.8598,10.1693,14.7010,7568.0000,False,short,
10918016,2.0800700,-1,55002.119410,-1,-1.00,79.9299,15.0105,14.7080,4097.0000,False,short,
6470516,2.0804309,0.0000066,55002.256848,0.039976,0.56,76.8014,6.8588,16.4480,8162.0000,False,short,
