##
## Kepler Eclipsing Binary Catalog
## Revision Date (Y/M/D): June 28, 2016, 4:08 p.m.
## Download Date (Y/M/D): 2016/06/29
##
## Query String: {&quot;sort&quot;:&quot;p&quot;,&quot;kics&quot;:[],&quot;campaign&quot;:[&quot;-2&quot;],&quot;etvlong&quot;:true,&quot;cols&quot;:[&quot;etv&quot;,&quot;glon&quot;,&quot;scdata&quot;,&quot;bjd0&quot;,&quot;morph&quot;,&quot;glat&quot;,&quot;kic&quot;,&quot;lcdata&quot;,&quot;keff&quot;,&quot;p&quot;,&quot;figs&quot;,&quot;bjd0err&quot;,&quot;perr&quot;,&quot;kmag&quot;],&quot;etvshort&quot;:true,&quot;incat1&quot;:true,&quot;incat0&quot;:true,&quot;kois&quot;:[]}
##
#KIC,period,period_err,bjd0,bjd0_err,morph,GLon,GLat,kmag,Teff,SC,ETV,
7881722,0.9532893,0.0000024,54954.118369,-1,-1.00,74.8382,14.7327,13.5850,7762.0000,False,short,
9596187,0.9533167,0.0000010,54964.687540,0.013104,0.48,79.2765,11.5276,14.5380,5929.0000,False,short,
2583777,0.9581165,-1,54954.511583,-1,0.55,71.0867,8.8574,12.7350,5779.0000,True,short,
5269407,0.9588711,0.0000010,54965.645124,0.016857,0.53,72.3876,12.1619,14.1640,5307.0000,False,short,
10587237,0.9598070,-1,55002.020000,-1,-1.00,78.2304,17.8201,15.6750,4010.0000,False,short,
4729553,0.9612926,0.0000010,54954.462794,0.027219,0.61,70.3974,14.9480,12.2210,6091.0000,False,short,
7681230,0.9625910,0.0000011,54965.419533,0.009636,0.45,75.5070,12.5662,14.8430,6029.0000,False,short,
5471606,0.9628300,-1,55002.245470,-1,-1.00,75.2689,7.1247,10.8200,-1.0000,True,short,
5471619,0.9628354,0.0000010,54965.198253,0.030364,0.60,75.2712,7.1227,12.3700,7844.0000,False,short,
4672010,0.9630418,-1,54965.127181,-1,0.84,73.8455,7.7451,14.6020,4655.0000,False,short,
9788457,0.9633378,0.0000010,54965.186856,0.032084,0.60,80.6216,9.7270,13.0050,7939.0000,False,short,
5696518,0.9639127,0.0000010,54965.371703,-1,0.98,72.4288,13.1529,14.0020,4449.0000,False,short,
10548640,0.9650420,-1,55002.020000,-1,-1.00,81.2325,11.0927,15.5590,3564.0000,False,short,
4350454,0.9656582,0.0000010,54964.942703,0.063500,0.80,70.4825,13.8718,13.6240,5907.0000,False,short,
5530816,0.9665100,-1,55002.010760,-1,-1.00,72.8989,11.7220,12.7680,7034.0000,False,short,
10065516,0.9701500,-1,55001.749260,-1,-1.00,77.8487,16.4913,13.3740,6503.0000,False,short,
6390824,0.9735449,0.0000010,54965.514244,-1,0.48,76.6603,6.9741,15.4600,5817.0000,False,short,
2854948,0.9743044,0.0000013,55002.410212,0.013870,0.50,70.8764,9.7997,15.7830,5466.0000,False,short,
10991989,0.9744780,0.0000010,54954.647910,0.017607,0.54,82.4035,10.4612,10.2820,5021.0000,True,short,
8812627,0.9748100,-1,55002.430040,-1,-1.00,76.4909,14.5754,15.0140,5048.0000,False,short,
6962901,0.9771727,-1,54954.480978,-1,0.63,76.1012,9.2589,12.4390,5378.0000,False,short,
8638530,0.9774225,-1,54997.436379,-1,0.98,78.4512,9.8258,12.6980,-1.0000,False,short,
3957477,0.9790522,0.0000010,54954.934438,0.020646,0.58,71.8934,9.9933,12.4770,5395.0000,False,short,
9220600,0.9791626,0.0000010,54954.447384,0.021715,0.64,78.0293,12.6315,12.2640,7055.0000,False,short,
2711597,0.9803990,0.0000010,54964.793523,-1,0.47,70.4752,10.3589,14.4840,4709.0000,False,short,
9574614,0.9820854,0.0000010,54965.685069,0.010595,0.40,76.4015,17.8731,15.9330,5276.0000,False,short,
9365025,0.9843043,0.0000010,54954.462569,0.055605,0.94,80.4627,8.7037,11.9020,8012.0000,False,short,
6187341,0.9845990,0.0000014,54964.886410,0.011957,0.42,71.9332,15.9550,15.9860,4798.0000,False,short,
11358392,0.9849768,0.0000010,54954.564943,0.011536,0.44,82.1615,12.5027,13.5480,6195.0000,False,short,
5651175,0.9852249,-1,54965.233346,-1,0.95,76.0531,6.1492,14.7320,6467.0000,False,short,
8397446,0.9867100,-1,55002.322553,-1,-1.00,79.8570,6.6665,15.0220,5984.0000,False,short,
5642620,0.9867910,0.0000013,54965.065125,0.056461,0.42,75.3791,7.2826,15.3980,4442.0000,False,short,
11342032,0.9868185,-1,54954.636572,-1,0.90,79.8622,17.4464,12.7580,-1.0000,False,short,
8098181,0.9869710,-1,55173.617029,-1,-1.00,76.2627,12.3998,12.8580,4630.0000,False,short,
4271063,0.9898140,0.0000010,55115.792963,0.026443,0.88,72.6789,9.1920,14.1090,4960.0000,False,short,
4999357,0.9901294,0.0000010,54953.890960,0.058407,0.84,71.4114,13.4337,12.0120,6662.0000,False,short,
3122985,0.9934885,0.0000010,54965.600017,0.013701,0.47,71.3233,9.1997,14.7010,5592.0000,False,short,
8474897,0.9941776,-1,55002.220385,-1,-1.00,73.8715,19.3887,14.5960,3648.0000,False,short,
11098975,0.9951200,0.0000010,55001.126110,0.031240,-1.00,82.5035,10.8156,12.2490,9612.0000,False,short,
5094301,0.9951881,0.0000010,54965.468120,-1,0.78,72.2078,11.9274,10.2910,5342.0000,True,short,
3759394,0.9952740,-1,55002.020000,-1,-1.00,72.5567,8.3620,13.5360,4654.0000,False,short,
8474900,0.9957400,0.0000010,55002.221410,0.174869,-1.00,73.8719,19.3860,13.2210,4599.0000,False,short,
3113266,0.9958613,0.0000010,54964.847534,0.008549,0.39,70.5752,10.8331,15.5770,5077.0000,False,short,
5373377,0.9961915,-1,55110.043083,-1,0.97,74.1232,8.9710,13.9560,7502.0000,False,short,
10139305,0.9962783,0.0000010,54967.483441,0.011290,0.87,78.9762,14.3201,14.6050,4899.0000,False,short,
10139305,0.9962786,0.0000010,54967.482963,0.092610,0.84,78.9762,14.3201,14.6050,4899.0000,False,short,
3962715,0.9963116,-1,54965.839258,-1,-1.00,72.3923,9.0729,14.5170,4165.0000,False,short,
6262882,0.9965008,0.0000011,54965.111503,0.063509,0.79,71.1953,17.7748,13.9790,8317.0000,False,short,
7286410,0.9965110,-1,55007.938043,-1,1.00,75.5719,11.1276,13.0530,4667.0000,False,short,
3965242,0.9967236,0.0000010,54964.911763,0.014810,0.53,72.5851,8.6175,14.0600,5183.0000,False,short,
3834322,0.9968580,0.0000010,54964.575359,0.016343,0.43,69.6625,14.3711,15.3970,4627.0000,False,short,
8758161,0.9982176,0.0000010,54953.832607,0.024275,0.58,77.6887,11.8107,12.4570,6729.0000,True,short,
7289068,0.9983000,-1,55001.495200,-1,-1.00,75.9098,10.6640,12.4800,8905.0000,False,short,
12255382,0.9993228,0.0000010,54964.628561,0.086552,0.54,82.2137,16.6883,10.4370,5352.0000,False,short,
11097678,0.9997156,0.0000010,54954.857024,0.052921,0.90,82.3512,11.1199,13.2200,6493.0000,False,short,
5646176,0.9999000,0.0000010,55001.683120,0.117366,-1.00,75.7370,6.8151,12.6180,6052.0000,False,short,
10403228,0.9999965,0.0000024,55000.003245,-1,0.83,79.3424,14.4211,16.0640,3690.0000,False,short,
11038446,0.9999985,-1,55000.000984,-1,0.68,81.6104,12.1586,14.8270,4359.0000,False,short,
5480825,1.0000000,0.0000015,55195.156456,-1,0.94,76.0051,5.9380,13.9460,4982.0000,False,short,
7428892,1,-1,55002.020000,-1,-1.00,73.6655,15.8571,13.1520,5315.0000,False,short,
11409930,1,-1,55002.020000,-1,-1.00,82.1101,12.7464,14.3850,5055.0000,False,short,
10842687,1,-1,55002.020000,-1,-1.00,77.6047,20.4608,13.1940,5825.0000,False,short,
5529649,1,-1,55002.020000,-1,-1.00,72.8316,12.0133,13.5310,5897.0000,False,short,
2837831,1,-1,55002.020000,-1,-1.00,69.3813,12.8585,15.6600,5206.0000,False,short,
8604575,1,-1,55002.020000,-1,-1.00,74.0872,19.2877,15.5750,4223.0000,False,short,
7617333,1,0.0001591,55002.020000,0.174496,-1.00,76.4532,10.3290,11.0970,-1.0000,False,short,
9095292,1,-1,55002.020000,-1,-1.00,78.2634,11.6763,11.3790,6253.0000,True,short,
8572066,1,-1,55002.020000,-1,-1.00,78.2438,10.0479,15.6360,4024.0000,False,short,
5000454,1,-1,55002.020000,-1,-1.00,71.5909,13.1609,11.0030,6606.0000,True,short,
4573879,1,0.0000010,55002.020000,0.006002,-1.00,73.3386,8.5183,11.7300,8288.0000,False,short,
12155948,1,-1,55002.020000,-1,-1.00,81.9165,16.7294,11.3800,5171.0000,True,short,
12155015,1,0.0000010,55002.020000,0.173164,-1.00,81.8298,17.0689,8.5980,3825.0000,True,short,
4990438,1,-1,55002.020000,-1,-1.00,70.2079,16.2289,13.4520,8058.0000,False,short,
4761301,1,-1,55002.020000,-1,-1.00,73.8104,8.1513,13.5860,5050.0000,False,short,
7749368,1,-1,55002.020000,-1,-1.00,75.2715,13.1404,15.0620,5600.0000,False,short,
6365076,1,-1,55002.020000,-1,-1.00,74.2608,11.3187,12.9280,5362.0000,False,short,
4936089,1,-1,55002.020000,-1,-1.00,73.7619,8.5670,11.9280,11295.0000,False,short,
8588377,1,-1,55002.020000,-1,-1.00,79.7924,7.4318,14.9970,5514.0000,False,short,
7594065,1,-1,55002.020000,-1,-1.00,74.0289,15.5286,15.9100,4719.0000,False,short,
3240305,1,-1,55002.020000,-1,-1.00,71.3954,9.3828,15.9420,5368.0000,False,short,
8343737,1,0.0000010,55002.020000,0.002824,-1.00,73.5443,19.7748,13.3140,6005.0000,False,short,
11558793,1,-1,55002.020000,-1,-1.00,81.3982,14.9969,15.5110,5855.0000,False,short,
11447802,1,0.0000010,55002.020000,0.259224,-1.00,80.1119,17.2757,10.1270,4902.0000,False,short,
7267288,1,0.0000010,55002.020000,0.000595,-1.00,73.5809,15.4727,14.7980,5478.0000,False,short,
5304548,1,-1,55000,-1,-1.00,75.4741,6.3105,13.3850,5583.0000,False,short,
5440651,1,0.0000010,55002.020000,0.029508,-1.00,72.3345,12.7252,15.3410,5011.0000,False,short,
9515049,1,-1,55002.020000,-1,-1.00,76.5936,17.1378,14.5390,5232.0000,False,short,
7672492,1,-1,54971.276160,-1,-1.00,74.4507,14.7431,13.6480,7280.0000,False,short,
11190713,1,-1,55002.020000,-1,-1.00,80.7536,14.4839,13.1390,4529.0000,False,short,
11295349,1,0.0000010,55002.020000,0.036252,-1.00,80.6542,15.1681,14.6700,6013.0000,False,short,
5966921,1,-1,55002.020000,-1,-1.00,74.4344,9.9886,14.4990,3831.0000,False,short,
11033254,1,-1,55002.020000,-1,-1.00,80.9924,13.4558,13.8890,5638.0000,False,short,
4644952,1,-1,55002.020000,-1,-1.00,71.3216,12.7539,13.8280,5647.0000,True,short,
8740269,1,-1,55002.020000,-1,-1.00,75.3292,16.9516,13.2890,6621.0000,False,short,
8868686,1,-1,55002.020000,-1,-1.00,75.1411,17.8276,13.5100,5856.0000,False,short,
4907159,1,-1,55002.020000,-1,-1.00,70.7250,14.8055,14.3820,4312.0000,False,short,
7211157,1,-1,55002.020000,-1,-1.00,76.1255,9.9220,14.6190,5074.0000,False,short,
4902014,1,0.0000011,55002.020000,0.202012,-1.00,69.9493,16.5302,14.7170,5873.0000,False,short,
11610797,1,-1,55002.020000,-1,-1.00,81.5280,14.8969,11.5350,5865.0000,True,short,
5621213,1,-1,55002.020000,-1,-1.00,73.4661,10.9003,14.0730,5329.0000,False,short,
5725087,1,0.0000010,55002.020000,0.009318,-1.00,75.2424,7.7474,11.0590,-1.0000,False,short,
12316704,1,0.0000010,55002.020000,0.000321,-1.00,84.0168,12.9958,15.1870,5149.0000,False,short,
7743412,1,0.0000010,55002.020000,0.001313,-1.00,74.5950,14.7486,14.0690,5526.0000,False,short,
5093168,1,-1,55002.020000,-1,-1.00,72.1095,12.1448,13.4210,4595.0000,False,short,
7610788,1,-1,55002.020000,-1,-1.00,75.8794,11.5590,15.6210,4462.0000,False,short,
4270541,1,-1,55002.020000,-1,-1.00,72.5589,9.2385,12.4680,9038.0000,False,short,
5290153,1,-1,55002.020000,-1,-1.00,74.4365,8.2708,14.7830,4975.0000,False,short,
2865117,1,-1,55002.020000,-1,-1.00,71.6405,8.3099,13.4260,6282.0000,False,short,
3834913,1,-1,55002.020000,-1,-1.00,69.7569,14.1899,14.0900,5534.0000,False,short,
7302972,1,-1,55002.020000,-1,-1.00,77.1015,8.4162,13.7980,5286.0000,False,short,
10801794,1,-1,55002.020000,-1,-1.00,80.5985,13.1652,12.3270,5658.0000,False,short,
11600299,1,-1,55002.020000,-1,-1.00,79.9464,18.6191,12.1240,3572.0000,False,short,
6752730,1,-1,55002.020000,-1,-1.00,71.6975,18.2435,15.3810,4590.0000,False,short,
12553105,1,-1,55002.020000,-1,-1.00,82.3598,17.7801,15.4590,5285.0000,False,short,
9664321,1,0.0000010,55002.020000,0.006730,-1.00,80.1429,10.1009,12.7950,5649.0000,False,short,
5343233,1,-1,55002.020000,-1,-1.00,70.7888,15.9418,13.1100,-1.0000,False,short,
8182110,1,0.0001591,55002.020000,0.179328,-1.00,78.0222,9.2027,12.0380,4465.0000,False,short,
10319112,1,0.0000010,55002.020000,0.007810,-1.00,76.7304,20.5938,15.2840,4988.0000,False,short,
8160419,1,-1,55002.020000,-1,-1.00,75.6886,13.7608,10.4620,4403.0000,False,short,
6342767,1,-1,55002.020000,-1,-1.00,71.4647,17.5418,14.9440,5094.0000,False,short,
5990313,1,-1,55002.020000,-1,-1.00,76.3817,6.4405,13.5660,6077.0000,False,short,
9307105,1,-1,55002.020000,-1,-1.00,80.7907,7.9864,15.0230,5303.0000,False,short,
6044882,1,-1,55002.020000,-1,-1.00,74.0154,10.8465,14.9840,5917.0000,False,short,
10735575,1,-1,55002.020000,-1,-1.00,80.4635,13.1878,11.7090,4109.0000,True,short,
5794570,1,-1,55002.020000,-1,-1.00,73.8955,10.4576,12.4300,5479.0000,False,short,
8332642,1,-1,55002.020000,-1,-1.00,79.8824,6.5128,13.9350,5191.0000,False,short,
9018449,1,-1,55002.020000,-1,-1.00,77.1014,13.9524,15.0050,4334.0000,False,short,
6836589,1,-1,55002.020000,-1,-1.00,71.5252,18.9490,14.0890,5409.0000,False,short,
11394704,1,-1,55002.020000,-1,-1.00,79.8553,17.4783,13.4680,5994.0000,False,short,
4043674,1,-1,55002.020000,-1,-1.00,70.3058,13.4320,12.2130,-1.0000,False,short,
8804845,1,-1,55002.020000,-1,-1.00,75.3127,17.1560,14.3050,5429.0000,False,short,
9665919,1,-1,55002.020000,-1,-1.00,80.3545,9.8470,13.0650,5357.0000,False,short,
5015542,1,-1,55002.020000,-1,-1.00,73.1142,9.9497,15.7410,4089.0000,False,short,
10679887,1,0.0000010,55002.020000,0.174110,-1.00,81.5393,11.1145,14.9690,6018.0000,False,short,
4349442,1,0.0000010,55002.020000,0.016628,-1.00,70.3494,14.1665,13.2600,4882.0000,False,short,
4383052,1,-1,55002.020000,-1,-1.00,73.5049,7.7385,13.8000,6296.0000,False,short,
6199422,1,-1,55002.020000,-1,-1.00,73.3663,12.6507,13.5310,6199.0000,False,short,
9413834,1,-1,55002.020000,-1,-1.00,79.2049,11.0097,14.1410,5270.0000,False,short,
7502065,1,-1,55002.020000,-1,-1.00,72.5232,18.8970,14.4000,4144.0000,False,short,
11091597,1,-1,55002.020000,-1,-1.00,81.5988,12.4416,15.0460,5101.0000,False,short,
10422241,1,-1,55002.020000,-1,-1.00,81.4586,10.4128,13.5960,7820.0000,False,short,
3954351,1,-1,55002.020000,-1,-1.00,71.6335,10.5688,13.7960,6137.0000,False,short,
12158998,1,-1,55002.020000,-1,-1.00,82.3798,15.6870,10.4730,7640.0000,True,short,
6961315,1,0.0000010,55002.020000,0.019554,-1.00,76.0452,9.5244,15.4870,5669.0000,False,short,
11295109,1,-1,55002.020000,-1,-1.00,80.6351,15.2485,14.1710,5932.0000,False,short,
8817885,1,-1,55002.020000,-1,-1.00,77.0454,13.2104,13.8620,4746.0000,False,short,
4994506,1,-1,55002.020000,-1,-1.00,70.7781,14.8516,12.7620,5452.0000,False,short,
9340503,1,0.0000010,55002.020000,0.001443,-1.00,77.7537,13.8181,14.7580,4508.0000,False,short,
11515713,1,-1,55002.020000,-1,-1.00,82.4811,12.5817,12.8890,5405.0000,False,short,
6188275,1,-1,55002.020000,-1,-1.00,71.9954,15.6195,11.0180,4573.0000,False,short,
8056337,1,0.0000010,55002.020000,0.008001,-1.00,78.8083,7.4284,12.9940,-1.0000,False,short,
6278670,1,-1,55002.020000,-1,-1.00,73.3346,12.8994,13.6400,4920.0000,False,short,
10135335,1,-1,55002.020000,-1,-1.00,78.5454,15.2754,14.9960,5821.0000,False,short,
9271833,1,0.0000010,55002.020000,0.032374,-1.00,76.5740,16.0433,14.4000,5860.0000,False,short,
10724158,1,-1,55002.020000,-1,-1.00,79.1754,15.9949,13.2090,5620.0000,False,short,
5962180,1,-1,55002.020000,-1,-1.00,73.9384,10.9302,9.4550,5461.0000,True,short,
5694127,1,-1,55002.020000,-1,-1.00,72.2068,13.7912,14.9650,4149.0000,False,short,
4488884,1,-1,55002.020000,-1,-1.00,74.2177,6.8147,13.5310,5879.0000,False,short,
4851179,1,-1,55002.020000,-1,-1.00,73.9811,8.0454,14.0480,5867.0000,False,short,
7215936,1,-1,55002.020000,-1,-1.00,76.5094,9.1614,11.1350,5997.0000,True,short,
9651374,1,-1,55002.020000,-1,-1.00,78.7069,12.9993,11.6830,6856.0000,False,short,
3128697,1,-1,55002.020000,-1,-1.00,71.8747,8.3618,12.9400,6034.0000,False,short,
5021916,1,-1,55002.020000,-1,-1.00,73.7696,8.8431,13.5510,5471.0000,False,short,
8035802,1,-1,55002.020000,-1,-1.00,76.8361,10.8906,14.1710,5303.0000,False,short,
6448651,1,-1,55002.020000,-1,-1.00,74.8545,10.3385,14.1560,5160.0000,False,short,
4840519,1,-1,55002.020000,-1,-1.00,72.9940,9.8089,13.0530,6398.0000,False,short,
7354213,1,-1,55002.020000,-1,-1.00,74.4065,13.8837,10.7580,7047.0000,True,short,
9052363,1,-1,55002.020000,-1,-1.00,80.4357,7.7406,10.6940,7606.0000,True,short,
5443604,1,0.0000010,55002.020000,0.032530,-1.00,72.6626,12.1265,14.9850,4720.0000,False,short,
4372537,1,-1,55002.020000,-1,-1.00,72.6328,9.3130,12.5970,5808.0000,False,short,
6784857,1,-1,55002.020000,-1,-1.00,75.3387,10.3382,11.4770,6029.0000,True,short,
2297729,1,-1,55002.020000,-1,-1.00,69.8486,10.8239,16.3190,4657.0000,False,short,
5511600,1,0.0000011,55002.020000,0.000237,-1.00,70.4988,17.0516,14.9400,5044.0000,False,short,
10918690,1,-1,55002.020000,-1,-1.00,80.0536,14.8196,12.7350,5901.0000,False,short,
3123292,1,-1,55002.020000,-1,-1.00,71.3496,9.1449,14.7140,4729.0000,False,short,
6939305,1,0.0000010,55002.020000,0.176463,-1.00,73.8601,13.8657,11.1470,6395.0000,True,short,
5523471,1,-1,55002.020000,-1,-1.00,72.2089,13.3242,13.8450,5378.0000,False,short,
12069477,1,0.0000010,55002.020000,0.026177,-1.00,83.3597,13.2021,13.6810,6525.0000,False,short,
8915335,1,0.0000010,55002.020000,0.055331,-1.00,80.4126,7.3908,9.6120,7767.0000,True,short,
3218637,1,-1,55002.020000,-1,-1.00,69.1794,13.8830,10.6040,7185.0000,True,short,
5130729,1,-1,55002.020000,-1,-1.00,75.4799,5.9087,10.3540,4941.0000,False,short,
6753253,1,-1,55002.020000,-1,-1.00,71.8205,18.1153,15.7450,4238.0000,False,short,
9305357,1,0.0000010,55002.020000,0.038701,-1.00,80.5975,8.3066,12.5590,5021.0000,False,short,
7869590,1,0.0000010,55002.020000,0.041353,-1.00,73.0063,19.0908,10.8760,4478.0000,False,short,
9524680,1,-1,55002.020000,-1,-1.00,77.9716,13.8489,15.0070,4892.0000,False,short,
7294265,1,-1,55002.020000,-1,-1.00,76.3234,9.7244,14.7810,4643.0000,False,short,
8868481,1,0.0000010,55002.020000,0.202689,-1.00,75.1079,17.8921,11.0840,5524.0000,True,short,
7765762,1,0.0000010,55002.020000,0.000353,-1.00,77.0975,9.6648,14.5640,3998.0000,False,short,
4919905,1,0.0000010,55002.020000,0.161995,-1.00,72.1269,11.6332,12.6360,6308.0000,False,short,
5088591,1,-1,55002.020000,-1,-1.00,71.6753,13.1992,14.6250,5178.0000,False,short,
7289057,1,-1,55002.020000,-1,-1.00,75.8440,10.6328,13.6320,6071.0000,False,short,
10744042,1,0.0000010,55002.020000,0.000498,-1.00,81.4135,11.4532,11.7720,6692.0000,False,short,
4671547,1,-1,55002.020000,-1,-1.00,73.8506,7.8309,11.2930,4059.0000,True,short,
8638217,1,0.0000010,55002.020000,0.165193,-1.00,78.4298,9.8848,13.4650,6162.0000,False,short,
6041803,1,-1,55002.020000,-1,-1.00,73.6803,11.4862,12.9030,7344.0000,False,short,
11763874,1,0.0000010,55002.020000,0.046179,-1.00,81.8496,14.7773,10.0950,-1.0000,False,short,
7106807,1,-1,55002.020000,-1,-1.00,73.8437,14.3444,13.4710,-1.0000,False,short,
11460356,1,-1,55002.020000,-1,-1.00,81.9360,13.2758,15.2930,5793.0000,False,short,
7880432,1,-1,55002.020000,-1,-1.00,74.6421,15.1522,12.5910,6653.0000,False,short,
8333208,1,-1,55002.020000,-1,-1.00,79.9681,6.4060,14.9310,5769.0000,False,short,
9509223,1,-1,55002.020000,-1,-1.00,75.7037,19.3183,13.5940,6108.0000,False,short,
6975615,1,-1,55002.020000,-1,-1.00,77.1632,7.5208,14.7880,5112.0000,False,short,
10795285,1,-1,55002.020000,-1,-1.00,79.8904,14.7934,12.5530,-1.0000,False,short,
8247608,1,0.0000010,55002.020000,0.067440,-1.00,77.9641,9.5911,11.7000,6246.0000,True,short,
2557555,1,-1,55002.020000,-1,-1.00,68.8609,13.3139,12.4000,5182.0000,False,short,
9945771,1,-1,55002.020000,-1,-1.00,78.1866,15.3095,14.8050,3921.0000,False,short,
11768509,1,-1,55002.020000,-1,-1.00,82.5386,13.4829,13.3830,6164.0000,False,short,
3626094,1,-1,55002.020000,-1,-1.00,69.0830,15.1797,11.0990,5835.0000,False,short,
10658494,1,-1,55002.020000,-1,-1.00,79.0276,16.0194,15.0730,4166.0000,False,short,
6528249,1,-1,55002.020000,-1,-1.00,74.9320,10.4034,14.2120,5847.0000,False,short,
8836957,1,-1,55002.020000,-1,-1.00,79.2010,9.1561,13.8970,4897.0000,False,short,
6706381,1,-1,55002.020000,-1,-1.00,75.8187,9.1542,12.4330,4857.0000,False,short,
9896545,1,-1,55002.020000,-1,-1.00,79.4771,12.2669,10.0580,3701.0000,True,short,
7620801,1,0.0000010,55002.020000,0.174130,-1.00,76.7903,9.7482,11.1330,-1.0000,False,short,
8872565,1,-1,55002.020000,-1,-1.00,75.6383,16.5695,13.7080,-1.0000,False,short,
7429808,1,0.0000010,55002.020000,0.093507,-1.00,73.7467,15.5918,13.8750,5132.0000,False,short,
2157979,1,0.0000010,54999.955800,0.001156,-1.00,69.9878,10.2800,12.8780,-1.0000,True,short,
11145819,1,-1,55002.020000,-1,-1.00,81.7315,12.2791,14.5740,3510.0000,False,short,
4665568,1,-1,55002.020000,-1,-1.00,73.3864,8.7418,13.9330,5791.0000,False,short,
7350390,1,-1,55002.020000,-1,-1.00,73.9675,14.8500,13.7360,6215.0000,False,short,
8629557,1,-1,55002.020000,-1,-1.00,77.4734,11.6664,14.9800,5188.0000,False,short,
8128533,1,-1,55002.020000,-1,-1.00,79.2990,6.9404,15.2690,5339.0000,False,short,
10681550,1,0.0000010,55002.020000,0.001801,-1.00,81.6342,10.8048,11.0910,6213.0000,True,short,
7939835,1,-1,55002.020000,-1,-1.00,73.2776,18.4654,10.4490,7642.0000,True,short,
5523059,1,0.0000010,55002.020000,0.188362,-1.00,72.1624,13.4314,13.6290,5157.0000,False,short,
7890227,1,-1,55002.020000,-1,-1.00,75.8280,12.5978,12.6040,5216.0000,False,short,
10205838,1,-1,55002.020000,-1,-1.00,79.0179,14.4210,14.9100,5811.0000,False,short,
8037996,1,-1,55002.020000,-1,-1.00,77.0704,10.4435,13.4060,-1.0000,False,short,
11241281,1,0.0000010,55002.020000,0.009214,-1.00,80.4362,15.5786,14.4130,6051.0000,False,short,
6630951,1,-1,55002.020000,-1,-1.00,76.5841,7.5869,13.3790,5843.0000,False,short,
10032819,1,0.0000010,55002.020000,0.157411,-1.00,81.2935,9.3936,14.7150,5124.0000,False,short,
5530935,1,-1,55002.020000,-1,-1.00,72.9712,11.7243,8.0400,10201.0000,False,short,
9408694,1,0.0000010,55002.020000,0.000132,-1.00,78.5674,12.1875,11.4570,7484.0000,True,short,
5938266,1,-1,55002.020000,-1,-1.00,70.9576,17.4007,10.5970,6578.0000,True,short,
10407873,1,0.0000010,55002.020000,0.001129,-1.00,79.9216,13.2827,13.0680,7266.0000,False,short,
10140113,1,-1,55002.020000,-1,-1.00,79.0400,14.1161,12.9290,5074.0000,False,short,
8938801,1,-1,55002.020000,-1,-1.00,75.6249,17.0044,15.8090,4304.0000,False,short,
11127558,1,0.0002376,55002.020000,0.035800,-1.00,79.1998,17.8606,12.3380,4740.0000,False,short,
8818245,1,0.0000010,55002.020000,0.190654,-1.00,77.1563,13.1562,13.4130,6389.0000,False,short,
9141045,1,0.0000010,55002.020000,0.000897,-1.00,75.7604,17.5132,14.2520,6021.0000,False,short,
10422030,1,-1,55002.020000,-1,-1.00,81.3702,10.4130,13.9060,4701.0000,False,short,
9209793,1,-1,55002.020000,-1,-1.00,76.6187,15.7691,12.8410,6271.0000,False,short,
5389066,1,0.0000010,55002.020000,0.003021,-1.00,75.4621,6.6380,12.6300,5870.0000,False,short,
10862759,1,0.0000010,55002.020000,0.028541,-1.00,80.3871,13.9632,13.7830,6648.0000,False,short,
12069521,1,0.0000010,55002.020000,0.008114,-1.00,83.3611,13.1897,12.8740,4981.0000,False,short,
7021124,1,-1,55002.020000,-1,-1.00,73.5605,14.7209,13.5500,-1.0000,True,short,
3532685,1,-1,55002.020000,-1,-1.00,69.9689,13.0140,11.2890,3193.0000,False,short,
4646159,1,0.0000010,55002.020000,0.318760,-1.00,71.3776,12.4695,13.3440,5042.0000,False,short,
11253027,1,-1,55002.020000,-1,-1.00,82.0216,12.2744,14.0120,6080.0000,False,short,
3247306,1,-1,55002.020000,-1,-1.00,71.9777,8.1884,13.8080,6093.0000,False,short,
10080792,1,-1,55002.020000,-1,-1.00,79.7366,12.4726,13.8180,4858.0000,False,short,
12352884,1,-1,55002.020000,-1,-1.00,82.2472,17.1494,13.9830,4788.0000,False,short,
5165017,1,0.0000011,55002.020000,0.091414,-1.00,70.1912,16.6428,14.4360,4089.0000,False,short,
7741987,1,-1,55002.020000,-1,-1.00,74.3150,15.1531,15.4260,3704.0000,False,short,
6779260,1,-1,55002.020000,-1,-1.00,74.7853,11.3851,11.7990,5162.0000,False,short,
9766608,1,-1,55002.020000,-1,-1.00,78.1210,14.7034,14.2680,4983.0000,False,short,
11408304,1,-1,55002.020000,-1,-1.00,81.9295,13.2084,10.7510,5767.0000,False,short,
10609641,1,-1,55002.020000,-1,-1.00,80.8977,11.9268,12.8670,7599.0000,False,short,
7363238,1,-1,55000,-1,-1.00,75.2618,11.9962,12.9920,6222.0000,False,short,
5195252,1,0.0000010,55002.020000,0.001187,-1.00,73.6942,9.3591,13.6160,6225.0000,False,short,
10745663,1,-1,55002.020000,-1,-1.00,81.5838,11.1986,14.3440,5754.0000,False,short,
6665041,1,-1,55002.020000,-1,-1.00,71.4884,18.6828,11.4960,3185.0000,False,short,
8308209,1,-1,55002.020000,-1,-1.00,77.4666,10.7131,13.4560,6418.0000,False,short,
