normconst,powindex,varMR
1.10287513022447,1.20864350307698,4.28495043091702
1.0496193831803,1.27624338755663,2.73358229615735
1.05987924381211,1.14874333479909,5.589792277835751
0.942179346582011,1.3708355205776102,10.6030728325306
1.0609583446039499,1.18444623145602,3.41414757834277
0.125374636149711,2.28137714827066,18.5031172643832
0.632376573317779,1.49415049279681,4.70190747497824
0.601558509020045,1.58546560407499,6.64313484643275
0.935856639910498,1.3345416502143301,4.03518143371024
0.781197897689183,1.56512768516095,7.2457628767494295
1.05814121136385,1.2586347235106201,5.7523218444948
0.7545556172071161,1.5023814917361298,4.7978955517749196
0.758897362747636,1.50259174090812,9.110363477558119
0.624311574018917,1.59183724457308,1.03487232752534
0.8265662517489,1.41417387925351,4.760193839631
0.8128947421438041,1.06379486351551,14.6696936697294
0.253151498635165,2.00759174236808,7.36410988355154
0.7401727467962029,1.6282566000024599,11.155476827456301
0.9802294564776741,1.25667938599498,9.77440296170828
0.578277842675724,1.58600403603153,10.533916379914
0.937821716353703,1.3826120686018601,0.7585213314237891
0.977644757908809,1.1472472450662499,5.21389870999566
0.6646718568266501,1.55403790374276,4.464180654042281
1.15355187508204,1.15629202530391,2.86365989278799
0.525022958120848,1.7055900345518402,2.72285365921223
1.0648420722969498,1.20797976276891,3.09566422140885
1.14556270630803,1.28598714649415,4.444445380528331
0.76686071573257,1.53245171248728,7.5280386026052
0.5509274401598621,1.78877018164716,5.46900185880241
0.828380261137021,1.3733493164573003,6.29681338014037
1.1537631794890602,1.0541600882668,5.403184928890929
0.919624946908696,1.21585608540697,7.21563059731279
1.06718515974105,1.19907007637721,5.06167154866291
1.3089852118789198,0.966231589350587,3.92006881776038
0.6734599916720552,1.6786494376826702,11.752726403133199
1.0123146013450899,1.33878184355599,3.2422658386703698
1.0064481372315401,1.24085819466156,0.618861786121908
0.245371109329472,1.67560125447337,13.606535995671198
1.01702625766278,1.3220761772809,5.08128950951475
0.835719114454845,1.46940002352754,2.56225738265345
1.1463792434286002,1.11376926609572,11.661351685086698
0.886520821757189,1.44954113733955,3.8714621746928706
1.04257846898243,1.22583549904364,7.30247738177114
0.945333318940844,1.3506311655797199,1.87747274125958
0.84413569044707,1.4594372303085301,3.0714737740944504
0.979350030795969,1.23034000679256,8.96116945632987
1.18062511634992,1.19902101903517,8.67741205972137
0.8234363013108721,1.5168974615632298,5.17126804208832
1.0092337981750201,1.29772740783955,5.182710063806
0.182353203737065,2.1707992147356,6.843929129473129
0.8520296275990251,1.5404491342053102,3.2029728434619504
1.47806610453679,0.68799464008293,10.7495172163205
0.9919650088669839,1.21950151009455,4.54492421225049
0.8050165234202309,1.4895747898195402,5.797833095567219
0.945586116580896,1.29480946291523,10.4806621695886
0.694087432687055,1.4414200006741202,10.3193111234495
